,CWSID,RegulatingAgency,WaterSystemName,Score_DroughtWatchStatus,WaterOutageDroughtViolation,BottledHauledWaterOrZeroSource,CurtailmentExemptionPetition,Score_1704,FundedProject,DroughtExperienced,ServiceConnections,Population,Score_SourceNumber,Score_SCV,Score_SCM,Score_CriticallyOverdraftedGroundwaterBasin,CDAG_rank,Curtailment,Score_1702,Score_1705,Score_1706,Score_1812,Score_1813,Score_1814,Score_1815,EAR2020DroughtRiskScore,SAFER_AccessibilityScore,PWPhysicalAddressLat,PWPhysicalAddressLong,CentralValleyCounties,NonCentralValleyCounties,ActiveGWSource,ActiveSWSource,CurtailedWatershed,HUC4,HUC8_CentralValley,HUC8_Coast,HUC8_Other,Basin_Number_part1,FracturedRock,Basin12,Basin34,Basin5,Basin6,Basin789,Intertie,DSCI2WYAvg,TNCFlow2WYAvg,ind,NotExpected,Expected,pred2,NotExpected,Expected,pred2,NotExpected,Expected,pred2,NotExpected,Expected,pred2,NotExpected,Expected,pred2
2187,CA4400621,DISTRICT 05 - MONTEREY,RIVER GROVE MUTUAL WATER ASSN,0,0,0,0,0,0,0,25,54,1,0,0,0,1359,0,0,0,0,0,1,0,0,1,1.333333333,37.0513374,-122.0732973,No,SANTA CRUZ,0,1,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,170.4857143,289.7983252,1,0.72,0.28,NotExpected,0.755,0.245,NotExpected,0.7,0.3,NotExpected,0.736,0.264,NotExpected,0.758,0.242,NotExpected
2188,CA4400624,LPA74 - SANTA CRUZ COUNTY,RANCHO CORRALITOS,0,0,0,0,0,0,0,31,60,0.5,0,0,1,2077,0,0,0,0,0,0,0,0,0,1,36.9997623,-121.803955,No,SANTA CRUZ,2,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-002,0-000,0-000,0-000,0,170.4857143,88.78013944,1,0.844,0.156,NotExpected,0.884,0.116,NotExpected,0.896,0.104,NotExpected,0.892,0.108,NotExpected,0.909,0.091,NotExpected
2189,CA4400625,LPA74 - SANTA CRUZ COUNTY,VISTA ROBLES ASSOCIATION,0,0,0,0,0,0,0,19,50,0.5,0,0,0,1521,0,0,0,0,0,1,0,0,1,0.333333333,37.0848114,-122.068786,No,SANTA CRUZ,2,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-027,0-000,0-000,0-000,0,170.4857143,289.7983252,1,0.797,0.203,NotExpected,0.844,0.156,NotExpected,0.856,0.144,NotExpected,0.847,0.153,NotExpected,0.851,0.149,NotExpected
2190,CA4400631,DISTRICT 05 - MONTEREY,LAS CUMBRES MUTUAL WATER CO,0,0,0,0,0,0,0,125,402,0,0,0,0,1681,0,0,0,0,0,0,1,0,1,0.333333333,37.2064468,-122.0675206,No,SANTA CRUZ,4,3,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,FR-3,FR-999,0-000,3-028,0-000,0-000,0-000,0,170.4857143,289.7983252,1,0.449,0.551,Expected,0.462,0.538,Expected,0.419,0.581,Expected,0.401,0.599,Expected,0.455,0.545,Expected
2191,CA4400642,DISTRICT 05 - MONTEREY,CATHEDRAL WOOD MUTUAL WATER COMPANY,0,0,0,0,0,0,0,20,60,0,0,0,0,2299,0,0,0,2,0,1,2,0,5,0.333333333,37.0702838,-122.0155491,No,SANTA CRUZ,2,1,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-0023-027,0-000,0-000,0-000,0,170.4857143,289.7983252,1,0.653,0.347,NotExpected,0.698,0.302,NotExpected,0.722,0.278,NotExpected,0.714,0.286,NotExpected,0.747,0.253,NotExpected
2192,CA4400645,LPA74 - SANTA CRUZ COUNTY,HIDDEN MEADOW MUTUAL WATER CO,0,0,0,0,0,0,0,18,45,0.5,0,0,0,1922,0,0,0,0,0,0,0,0,0,0.333333333,37.0684577,-122.0374642,No,SANTA CRUZ,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-027,0-000,0-000,0-000,0,170.4857143,289.7983252,2,0.838,0.162,NotExpected,0.882,0.118,NotExpected,0.878,0.122,NotExpected,0.88,0.12,NotExpected,0.896,0.104,NotExpected
2193,CA4400652,LPA74 - SANTA CRUZ COUNTY,"CATHEDRAL HILLS MWC, INC",0,0,0,0,0,0,0,25,60,0.5,0,0,1,1535,0,0,0,0,0,0,0,0,0,1,37.0684577,-122.0374642,No,SANTA CRUZ,2,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-001,0-000,0-000,0-000,0,170.4857143,289.7983252,1,0.824,0.176,NotExpected,0.881,0.119,NotExpected,0.88,0.12,NotExpected,0.873,0.127,NotExpected,0.881,0.119,NotExpected
2194,CA4400660,LPA74 - SANTA CRUZ COUNTY,RANCHO SAN ANDREAS,0,0,0,0,0,0,0,11,200,1,0,0,1,700,0,0,0,0,0,0,0,0,0,2,36.892301,-121.8110496,No,SANTA CRUZ,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-002,0-000,0-000,0-000,0,170.4857143,88.78013944,1,0.793,0.207,NotExpected,0.834,0.166,NotExpected,0.828,0.172,NotExpected,0.828,0.172,NotExpected,0.808,0.192,NotExpected
2195,CA4400664,LPA74 - SANTA CRUZ COUNTY,JARDINES DEL VALLE,0,0,0,0,0,0,0,7,150,1,0,0,1,881,0,0,0,0,0,0,0,0,0,2,36.912062,-121.679804,No,SANTA CRUZ,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-002,0-000,0-000,0-000,0,170.4857143,88.78013944,1,0.841,0.159,NotExpected,0.884,0.116,NotExpected,0.878,0.122,NotExpected,0.878,0.122,NotExpected,0.875,0.125,NotExpected
2196,CA4400665,LPA74 - SANTA CRUZ COUNTY,MEADOWRIDGE MUTUAL WATER CO,0,0,0,0,0,0,0,18,42,0.5,0,0,1,1398,0,0,0,0,0,0,0,0,0,1,37.0026208,-121.7881469,No,SANTA CRUZ,2,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-002,0-000,0-000,0-000,0,170.4857143,88.78013944,1,0.845,0.155,NotExpected,0.868,0.132,NotExpected,0.874,0.126,NotExpected,0.873,0.127,NotExpected,0.888,0.112,NotExpected
2197,CA4400684,LPA74 - SANTA CRUZ COUNTY,APTOS RIDGE MUTUAL WATER CO,0,0,0,0,0,0,0,16,52,1,0,0,1,888,0,0,0,0,0,0,0,0,0,2,36.9649473,-121.8534812,No,SANTA CRUZ,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-002,0-000,0-000,0-000,0,170.4857143,289.7983252,1,0.833,0.167,NotExpected,0.857,0.143,NotExpected,0.849,0.151,NotExpected,0.878,0.122,NotExpected,0.879,0.121,NotExpected
2198,CA4400692,LPA74 - SANTA CRUZ COUNTY,ALLAN LANE WATER ASSOCIATION,0,0,0,0,0,0,0,17,68,1,0,0,1,611,0,0,0,0,0,0,0,0,0,2,37.0022605,-121.7936422,No,SANTA CRUZ,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-002,0-000,0-000,0-000,0,170.4857143,88.78013944,1,0.776,0.224,NotExpected,0.81,0.19,NotExpected,0.816,0.184,NotExpected,0.818,0.182,NotExpected,0.814,0.186,NotExpected
2199,CA4400723,LPA74 - SANTA CRUZ COUNTY,MISSION SPRINGS CONFERENCE CENTER,0,0,0,0,0,0,0,141,1310,0.5,0,0,0,1649,0,0,0,0,0,1,0,0,1,0.333333333,37.0648186,-122.0330904,No,SANTA CRUZ,2,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-027,0-000,0-000,0-000,0,170.4857143,289.7983252,1,0.652,0.348,NotExpected,0.646,0.354,NotExpected,0.648,0.352,NotExpected,0.655,0.345,NotExpected,0.626,0.374,NotExpected
2200,CA4400755,LPA74 - SANTA CRUZ COUNTY,MONTEREY BAY ACADEMY,0,0,0,0,0,0,0,78,400,0.5,0,0,1,1648,0,0,0,2,0,1,1,0,4,1,36.9121324,-121.8377574,No,SANTA CRUZ,2,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-002,0-000,0-000,0-000,0,170.4857143,289.7983252,2,0.597,0.403,NotExpected,0.617,0.383,NotExpected,0.647,0.353,NotExpected,0.63,0.37,NotExpected,0.624,0.376,NotExpected
2201,CA4400762,LPA74 - SANTA CRUZ COUNTY,SHERIFF'S REHAB,0,0,0,0,0,0,0,5,235,1,0,0,1,900,0,0,0,0,0,0,0,0,0,2,36.9158554,-121.8097152,No,SANTA CRUZ,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-002,0-000,0-000,0-000,0,170.4857143,88.78013944,1,0.826,0.174,NotExpected,0.872,0.128,NotExpected,0.87,0.13,NotExpected,0.865,0.135,NotExpected,0.85,0.15,NotExpected
2202,CA4400763,LPA74 - SANTA CRUZ COUNTY,BUENA VISTA MIGRANT CENTER,0,0,0,0,0,0,0,140,455,1,0,0,1,1055,0,0,0,0,0,1,0,0,1,2,36.912376,-121.809315,No,SANTA CRUZ,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-002,0-000,0-000,0-000,0,170.4857143,88.78013944,2,0.682,0.318,NotExpected,0.734,0.266,NotExpected,0.713,0.287,NotExpected,0.724,0.276,NotExpected,0.705,0.295,NotExpected
2203,CA4400764,LPA74 - SANTA CRUZ COUNTY,MOUNT MADONNA CENTER,0,0,0,0,0,0,0,31,165,0,0,0,0,772,0,0,0,0,0,1,0,0,1,0.333333333,37.0271706,-121.7392505,No,SANTA CRUZ,7,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,170.4857143,88.78013944,1,0.707,0.293,NotExpected,0.751,0.249,NotExpected,0.765,0.235,NotExpected,0.73,0.27,NotExpected,0.756,0.244,NotExpected
2204,CA4400850,LPA74 - SANTA CRUZ COUNTY,THE WILLOWS RESORT,0,0,0,0,0,0,0,69,54,1,0,0,0,38,0,0,0,0,0,0,0,0,0,2,37.102311,-121.922141,No,SANTA CRUZ,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,170.4857143,289.7983252,2,0.771,0.229,NotExpected,0.779,0.221,NotExpected,0.802,0.198,NotExpected,0.808,0.192,NotExpected,0.831,0.169,NotExpected
2205,CA4410001,DISTRICT 05 - MONTEREY,BIG BASIN WATER COMPANY,0,0,0,0,0,0,0,482,1120,1,1,0,0,1372,0,0,0,0,0,1,1,0,2,2.333333333,37.140014,-122.1666128,No,SANTA CRUZ,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-027,0-000,0-000,0-000,0,170.4857143,289.7983252,1,0.385,0.615,Expected,0.403,0.597,Expected,0.42,0.58,Expected,0.427,0.573,Expected,0.414,0.586,Expected
2206,CA4410002,DISTRICT 05 - MONTEREY,SLVWD - FELTON WATER SYSTEM,0,0,0,0,0,0,0,1355,4340,0,0,0,0,2051,0,0,0,0,0,2,2,0,4,0.333333333,37.0504828,-122.0753778,No,SANTA CRUZ,1,3,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,FR-3,FR-999,0-000,3-027,0-000,0-000,0-000,0,170.4857143,289.7983252,1,0.289,0.711,Expected,0.293,0.707,Expected,0.277,0.723,Expected,0.251,0.749,Expected,0.259,0.741,Expected
2207,CA4410008,DISTRICT 05 - MONTEREY,"MT. HERMON ASSOCIATION, INC.",0,0,0,0,0,0,0,494,2850,0,0,0,0,2341,0,0,0,2,0,1,0,0,3,0,37.0495246,-122.0646133,No,SANTA CRUZ,3,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-027,0-000,0-000,0-000,1,170.4857143,289.7983252,2,0.671,0.329,NotExpected,0.668,0.332,NotExpected,0.692,0.308,NotExpected,0.654,0.346,NotExpected,0.678,0.322,NotExpected
2208,CA4410010,DISTRICT 05 - MONTEREY,SANTA CRUZ WATER DEPARTMENT,0,0,0,0,0,0,0,24554,97767,0,0,0,1,-1,0,0,2,2,2,1,0,0,7,0.666666667,36.9752605,-122.028571,No,SANTA CRUZ,4,9,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,FR-3,FR-999,0-000,3-0013-0263-027,0-000,0-000,0-000,1,170.4857143,289.7983252,2,0.474,0.526,Expected,0.424,0.576,Expected,0.405,0.595,Expected,0.407,0.593,Expected,0.412,0.588,Expected
2209,CA4410011,DISTRICT 05 - MONTEREY,"WATSONVILLE, CITY OF",0,0,0,0,0,0,0,14474,65384,0,0,0,1,-1,0,0,0,0,0,1,1,0,2,0.666666667,36.9040682,-121.7639789,No,SANTA CRUZ,14,2,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-002,0-000,0-000,0-000,0,170.4857143,88.78013944,1,0.645,0.355,NotExpected,0.656,0.344,NotExpected,0.639,0.361,NotExpected,0.645,0.355,NotExpected,0.656,0.344,NotExpected
2210,CA4410013,DISTRICT 05 - MONTEREY,SCOTTS VALLEY WATER DISTRICT,0,0,0,0,0,0,0,3863,10709,0,0,0,0,-1,0,0,0,2,0,1,1,0,4,0.333333333,37.0496128,-122.0171701,No,SANTA CRUZ,6,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-027,0-000,0-000,0-000,0,170.4857143,289.7983252,1,0.478,0.522,Expected,0.471,0.529,Expected,0.49,0.51,Expected,0.452,0.548,Expected,0.446,0.554,Expected
2211,CA4410014,DISTRICT 05 - MONTEREY,SAN LORENZO VALLEY WATER DIST,0,0,0,0,0,1,1,6469,21145,0,0,0,0,-1,0,0,0,0,0,2,2,0,4,0,37.1235191,-122.1214201,No,SANTA CRUZ,7,4,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-027,0-000,0-000,0-000,0,170.4857143,289.7983252,1,0,1,Expected,0,1,Expected,0,1,Expected,0,1,Expected,0,1,Expected
2212,CA4410016,DISTRICT 05 - MONTEREY,FOREST LAKES MWC,0,0,0,0,0,0,0,326,1067,0,0,0,0,1819,0,0,0,0,0,1,0,0,1,0.333333333,37.0326373,-122.0768536,No,SANTA CRUZ,8,1,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,170.4857143,289.7983252,1,0.494,0.506,Expected,0.524,0.476,NotExpected,0.498,0.502,Expected,0.448,0.552,Expected,0.438,0.562,Expected
2213,CA4410017,DISTRICT 05 - MONTEREY,SOQUEL CREEK WATER DISTRICT,0,0,0,0,0,0,0,14464,40644,0,0,0,1,-1,0,1,2,0,0,2,0,0,6,0.666666667,36.9870479,-121.9500526,No,SANTA CRUZ,18,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-001,0-000,0-000,0-000,1,170.4857143,289.7983252,1,0.758,0.242,NotExpected,0.749,0.251,NotExpected,0.771,0.229,NotExpected,0.794,0.206,NotExpected,0.786,0.214,NotExpected
2214,CA4410018,DISTRICT 05 - MONTEREY,CENTRAL WATER DISTRICT,0,0,0,0,0,0,0,817,2715,0,0,0,1,2064,0,0,0,0,0,0,0,0,0,1,36.99888,-121.8622874,No,SANTA CRUZ,3,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-001,0-000,0-000,0-000,0,170.4857143,289.7983252,2,0.673,0.327,NotExpected,0.697,0.303,NotExpected,0.695,0.305,NotExpected,0.699,0.301,NotExpected,0.684,0.316,NotExpected
2215,CA4500003,LPA75 - SHASTA COUNTY,MEL MAR MUTUAL WATER CO,0,0,0,0,0,0,0,91,300,1,0,0,0,755,0,0,0,0,1,0,0,0,1,1.333333333,40.5637631,-122.2388916,SHASTA,No,1,0,SacramentoRiver,1802,18020151,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-006,0-000,0-000,0,269.447619,286.6389879,1,0.738,0.262,NotExpected,0.767,0.233,NotExpected,0.798,0.202,NotExpected,0.79,0.21,NotExpected,0.793,0.207,NotExpected
2216,CA4500006,DISTRICT 02 - LASSEN,"SHASTA CSA - SUGARLOAF, #2",2,1,1,0,1,1,1,61,160,0,1,0,0,1552,0,1,2,2,0,2,2,0,10,1.333333333,40.90515,-122.3791777,SHASTA,No,2,1,SacramentoRiver,1802,18020005,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,269.447619,1746.55655,2,0.344,0.656,Expected,0.416,0.584,Expected,0.422,0.578,Expected,0.466,0.534,Expected,0.467,0.533,Expected
2217,CA4500007,LPA75 - SHASTA COUNTY,VERDE VALE WATER COMPANY,0,0,0,0,0,0,0,108,356,0.5,0,0,0,1243,0,0,0,0,0,0,0,0,0,0.333333333,40.448208,-122.2977815,SHASTA,No,2,0,SacramentoRiver,1802,18020154,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-006,0-000,0-000,0,269.447619,2330.430991,1,0.84,0.16,NotExpected,0.82,0.18,NotExpected,0.868,0.132,NotExpected,0.858,0.142,NotExpected,0.864,0.136,NotExpected
2218,CA4500008,LPA75 - SHASTA COUNTY,LAKESHORE VILLA MUTUAL WATER CO,0,0,0,0,0,0,0,40,81,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1.333333333,40.90515,-122.3791777,SHASTA,No,1,0,SacramentoRiver,1802,18020005,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,269.447619,1746.55655,2,0.735,0.265,NotExpected,0.761,0.239,NotExpected,0.753,0.247,NotExpected,0.742,0.258,NotExpected,0.709,0.291,NotExpected
2219,CA4500009,LPA75 - SHASTA COUNTY,CORTLAND PINES MUTUAL WATER CO,0,0,0,0,0,0,0,33,92,1,0,0,0,648,0,0,0,0,0,0,0,0,0,1.333333333,40.4923784,-121.8891586,SHASTA,No,1,0,SacramentoRiver,1802,18020154,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,269.447619,2330.430991,2,0.784,0.216,NotExpected,0.772,0.228,NotExpected,0.753,0.247,NotExpected,0.732,0.268,NotExpected,0.728,0.272,NotExpected
2220,CA4500012,LPA75 - SHASTA COUNTY,CASCADE RACQUET CLUB MUTUAL WATER,0,0,0,0,0,0,0,27,89,1,0,0,0,1296,0,0,0,0,0,0,0,0,0,1.333333333,40.5229147,-122.3221947,SHASTA,No,1,0,SacramentoRiver,1802,18020154,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-006,0-000,0-000,0,269.447619,2330.430991,2,0.916,0.084,NotExpected,0.927,0.073,NotExpected,0.932,0.068,NotExpected,0.931,0.069,NotExpected,0.933,0.067,NotExpected
2221,CA4500013,LPA75 - SHASTA COUNTY,LAKESIDE WOODS MUTUAL WATER CO,0,0,0,0,0,0,0,112,310,0.5,0,0,0,1632,0,0,0,0,0,0,0,0,0,0.333333333,40.90515,-122.3791777,SHASTA,No,2,0,SacramentoRiver,1802,18020005,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,269.447619,1746.55655,1,0.599,0.401,NotExpected,0.591,0.409,NotExpected,0.579,0.421,NotExpected,0.592,0.408,NotExpected,0.571,0.429,NotExpected
2222,CA4500014,DISTRICT 02 - LASSEN,LAKESHORE HEIGHTS MUTUAL WATER,0,0,0,0,0,0,0,66,264,1,0,1,0,255,1,0,0,0,1,1,1,0,3,2.5,40.90515,-122.3791777,SHASTA,No,0,1,SacramentoRiver,1802,18020005,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,269.447619,1746.55655,2,0.202,0.798,Expected,0.184,0.816,Expected,0.203,0.797,Expected,0.226,0.774,Expected,0.207,0.793,Expected
2223,CA4500015,DISTRICT 02 - LASSEN,"SHASTA CSA - CASTELLA, #3",0,0,0,0,0,0,0,101,252,1,0,0,0,1112,1,0,0,0,2,0,2,0,4,1.333333333,41.1384854,-122.3177877,SHASTA,No,0,1,SacramentoRiver,1802,18020005,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,269.447619,1746.55655,1,0.252,0.748,Expected,0.237,0.763,Expected,0.252,0.748,Expected,0.275,0.725,Expected,0.242,0.758,Expected
2224,CA4500016,LPA75 - SHASTA COUNTY,LAKEHEAD SUBD MUTUAL WATER CO,0,0,0,0,0,0,0,1,70,1,0,0,0,712,0,0,0,0,1,1,0,0,2,1.333333333,40.90515,-122.3791777,SHASTA,No,1,0,SacramentoRiver,1802,18020005,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,269.447619,1746.55655,1,0.783,0.217,NotExpected,0.808,0.192,NotExpected,0.812,0.188,NotExpected,0.806,0.194,NotExpected,0.79,0.21,NotExpected
2225,CA4500018,LPA75 - SHASTA COUNTY,SALT CREEK SUMMER HOMES,0,0,0,0,0,0,0,47,151,1,0,0,0,370,0,0,0,0,0,0,0,0,0,1.5,40.90515,-122.3791777,SHASTA,No,1,0,SacramentoRiver,1802,18020005,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,269.447619,1746.55655,1,0.69,0.31,NotExpected,0.705,0.295,NotExpected,0.681,0.319,NotExpected,0.69,0.31,NotExpected,0.665,0.335,NotExpected
2226,CA4500022,DISTRICT 02 - LASSEN,DEL ORO WATER CO. - HAT CREEK DISTRICT,0,0,0,0,0,0,0,62,205,1,0,0,0,608,1,0,0,2,0,0,1,0,3,1.333333333,40.6753521,-121.4307646,SHASTA,No,0,1,SacramentoRiver,1802,18020003,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,269.447619,1390.068534,1,0.387,0.613,Expected,0.437,0.563,Expected,0.437,0.563,Expected,0.448,0.552,Expected,0.49,0.51,Expected
2227,CA4500023,DISTRICT 02 - LASSEN,HAT CREEK HIGHLANDS MUTUAL WATER CO,0,0,0,0,0,0,0,44,88,1,0,0,0,76,0,0,0,0,0,0,0,0,0,2,40.6753521,-121.4307646,SHASTA,No,0,1,SacramentoRiver,1802,18020003,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,269.447619,1390.068534,1,0.628,0.372,NotExpected,0.686,0.314,NotExpected,0.674,0.326,NotExpected,0.69,0.31,NotExpected,0.675,0.325,NotExpected
2228,CA4500027,LPA75 - SHASTA COUNTY,BIG SPRINGS MUTUAL WATER SYSTEM,0,0,0,0,0,0,0,42,97,1,0,0,0,286,0,0,0,0,0,0,0,0,0,1.5,40.6753521,-121.4307646,SHASTA,No,1,0,SacramentoRiver,1802,18020003,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,269.447619,1390.068534,2,0.773,0.227,NotExpected,0.806,0.194,NotExpected,0.797,0.203,NotExpected,0.778,0.222,NotExpected,0.76,0.24,NotExpected
2229,CA4500028,DISTRICT 02 - LASSEN,"SHASTA CSA - CRAGVIEW, #23",0,0,0,0,0,0,0,66,218,1,0,0,0,1300,1,0,0,0,2,2,2,0,6,1.333333333,41.2082089,-122.2719529,SHASTA,No,0,1,SacramentoRiver,1802,18020005,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,269.447619,1746.55655,2,0.253,0.747,Expected,0.259,0.741,Expected,0.254,0.746,Expected,0.277,0.723,Expected,0.265,0.735,Expected
2230,CA4500054,LPA75 - SHASTA COUNTY,BALLS FERRY FISHING RESORT,0,0,0,0,0,0,0,75,204,1,0,0,0,373,0,0,0,0,0,0,0,0,0,1.5,40.4179649,-122.1953021,SHASTA,No,1,0,SacramentoRiver,1802,18020154,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-006,0-000,0-000,0,269.447619,2330.430991,1,0.829,0.171,NotExpected,0.818,0.182,NotExpected,0.845,0.155,NotExpected,0.84,0.16,NotExpected,0.85,0.15,NotExpected
2231,CA4500062,LPA75 - SHASTA COUNTY,LONE TREE MOBILE HOME PARK,0,0,0,0,0,0,0,26,85,1,0,0,0,486,0,0,0,0,0,1,0,0,1,1.5,40.4251498,-122.2257608,SHASTA,No,1,0,SacramentoRiver,1802,18020154,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-006,0-000,0-000,0,269.447619,2330.430991,1,0.885,0.115,NotExpected,0.911,0.089,NotExpected,0.926,0.074,NotExpected,0.914,0.086,NotExpected,0.925,0.075,NotExpected
2232,CA4500063,LPA75 - SHASTA COUNTY,CEDAR CREEK MOBILEHOME PARK,0,0,0,0,0,0,0,20,40,1,0,0,0,99,0,0,0,0,0,0,0,0,0,2,40.7940442,-121.9419412,SHASTA,No,1,0,SacramentoRiver,1802,18020151,HUC8_CentralValley,HUC8_CentralValley,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,269.447619,286.6389879,1,0.651,0.349,NotExpected,0.686,0.314,NotExpected,0.661,0.339,NotExpected,0.641,0.359,NotExpected,0.618,0.382,NotExpected
2233,CA4500066,LPA75 - SHASTA COUNTY,CLEAR CREEK MOBILE PARK,0,0,0,0,0,0,0,40,75,0.5,0,0,0,1245,0,0,0,0,0,0,0,0,0,0.333333333,40.5136854,-122.3827613,SHASTA,No,2,0,SacramentoRiver,1802,18020154,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-006,0-000,0-000,0,269.447619,2330.430991,1,0.906,0.094,NotExpected,0.918,0.082,NotExpected,0.931,0.069,NotExpected,0.923,0.077,NotExpected,0.925,0.075,NotExpected
2234,CA4500081,LPA75 - SHASTA COUNTY,LAZY LANDING MOBILE HOME PARK,0,0,0,0,0,0,0,110,250,0.5,0,0,0,1218,0,0,0,0,0,0,0,0,0,0.333333333,40.4825385,-122.3234337,SHASTA,No,2,0,SacramentoRiver,1802,18020154,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-006,0-000,0-000,0,269.447619,2330.430991,1,0.842,0.158,NotExpected,0.826,0.174,NotExpected,0.867,0.133,NotExpected,0.857,0.143,NotExpected,0.861,0.139,NotExpected
2235,CA4500082,LPA75 - SHASTA COUNTY,MIDWAY MOBILEHOME PARK,0,0,0,0,0,0,0,29,50,1,0,0,0,987,0,0,0,0,0,0,0,0,0,1.333333333,40.4879989,-122.3589635,SHASTA,No,1,0,SacramentoRiver,1802,18020154,HUC8_CentralValley,HUC8_CentralValley,5,0-000,0-000,0-000,5-006,0-000,0-000,0,269.447619,2330.430991,1,0.913,0.087,NotExpected,0.923,0.077,NotExpected,0.929,0.071,NotExpected,0.934,0.066,NotExpected,0.932,0.068,NotExpected
