PWSID,Groundwater,Surface Water,Interties
CA3200185,1,0,0
CA3200186,2,0,0
CA3200187,1,0,0
CA3200188,2,0,0
CA3200189,1,0,0
CA3200193,1,0,0
CA3200194,1,0,0
CA3200195,1,0,0
CA3200197,1,0,0
CA3200198,1,0,0
CA3200200,1,0,0
CA3200203,1,0,0
CA3200205,2,0,0
CA3200206,1,0,0
CA3200208,1,0,0
CA3200209,1,0,0
CA3200212,1,0,0
CA3200213,1,0,0
CA3200215,1,0,0
CA3200219,1,0,0
CA3200276,1,0,0
CA3200301,1,0,0
CA3200406,1,0,0
CA3200505,0,1,0
CA3200507,2,0,0
CA3200509,1,0,0
CA3200510,2,0,0
CA3200610,1,0,0
CA3200611,1,0,0
CA3200617,1,0,0
CA3200618,1,0,0
CA3200704,1,0,0
CA3200718,1,0,0
CA3205001,1,0,0
CA3205003,4,0,0
CA3205005,2,0,0
CA3205006,3,0,0
CA3205007,1,0,0
CA3205009,1,0,0
CA3205011,1,0,0
CA3210001,2,0,0
CA3210002,0,1,0
CA3210003,3,2,2
CA3210004,14,0,1
CA3210005,0,1,0
CA3210006,5,0,0
CA3210007,4,0,0
CA3210009,4,0,0
CA3210010,3,0,0
CA3210011,2,0,0
CA3210300,1,0,0
CA3301011,2,0,0
CA3301018,3,0,0
CA3301025,2,0,0
CA3301028,1,0,0
CA3301031,3,3,1
CA3301040,1,0,0
CA3301044,1,0,0
CA3301045,1,0,0
CA3301055,2,0,0
CA3301058,1,0,0
CA3301063,1,0,0
CA3301075,0,1,1
CA3301082,1,0,0
CA3301097,3,0,0
CA3301099,1,0,0
CA3301100,2,0,0
CA3301107,1,0,0
CA3301113,1,0,0
CA3301114,2,0,1
CA3301115,0,1,1
CA3301133,1,0,0
CA3301137,1,0,0
CA3301140,1,0,0
CA3301141,1,0,0
CA3301143,1,0,0
CA3301145,2,0,0
CA3301146,1,0,0
CA3301147,1,0,0
CA3301148,1,0,0
CA3301160,1,0,0
CA3301161,1,0,0
CA3301164,2,0,0
CA3301169,1,0,0
CA3301171,1,0,0
CA3301175,1,0,0
CA3301176,1,0,0
CA3301180,2,0,0
CA3301182,1,0,0
CA3301183,1,0,0
CA3301209,1,0,0
CA3301226,0,1,0
CA3301227,2,0,0
CA3301238,2,0,1
CA3301239,1,0,0
CA3301245,1,0,0
CA3301247,1,0,0
CA3301267,1,0,0
CA3301275,1,0,0
CA3301280,2,0,0
CA3301283,2,1,1
CA3301293,1,0,0
CA3301294,2,0,1
CA3301297,1,0,0
CA3301305,1,0,0
CA3301308,2,0,0
CA3301309,2,0,0
CA3301327,3,0,0
CA3301330,1,0,0
CA3301350,1,0,0
CA3301351,1,0,0
CA3301355,2,0,0
CA3301359,1,0,0
CA3301373,1,0,0
CA3301380,1,0,0
CA3301381,2,0,0
CA3301385,2,0,0
CA3301388,1,0,0
CA3301396,1,0,0
CA3301428,2,0,0
CA3301482,2,0,0
CA3301491,5,0,0
CA3301494,0,1,1
CA3301502,2,0,0
CA3301510,3,0,0
CA3301511,3,0,0
CA3301512,1,0,0
CA3301528,3,0,0
CA3301529,4,0,0
CA3301534,2,0,0
CA3301535,6,0,0
CA3301541,3,0,0
CA3301557,1,0,0
CA3301564,1,0,0
CA3301567,1,0,0
CA3301568,1,0,0
CA3301570,1,0,0
CA3301571,2,0,0
CA3301577,2,0,0
CA3301588,2,0,0
CA3301622,5,0,0
CA3301630,1,0,0
CA3301631,2,0,0
CA3301642,1,0,0
CA3301643,6,0,0
CA3301644,1,0,0
CA3301676,1,0,0
CA3301682,1,0,0
CA3301683,1,0,0
CA3301687,1,0,0
CA3301690,1,0,0
CA3301693,1,0,0
CA3301699,1,0,0
CA3301701,1,0,0
CA3301704,2,0,0
CA3301706,1,0,0
CA3301709,1,0,0
CA3301717,1,0,0
CA3301731,9,0,0
CA3301750,1,0,0
CA3301756,1,0,0
CA3301758,1,0,0
CA3301775,1,0,1
CA3301797,1,0,0
CA3301800,1,0,0
CA3301850,1,0,0
CA3301860,1,0,0
CA3301863,2,0,0
CA3301877,1,0,0
CA3301879,3,0,1
CA3301902,1,0,0
CA3301935,2,0,0
CA3301937,1,0,1
CA3301939,1,0,0
CA3301943,2,0,1
CA3301946,1,0,0
CA3301947,1,0,0
CA3301961,2,0,0
CA3301979,1,0,0
CA3301981,2,0,0
CA3301990,1,0,0
CA3301991,1,0,0
CA3302009,1,0,0
CA3302018,1,0,1
CA3302020,1,0,0
CA3302026,1,0,0
CA3302049,1,0,0
CA3302060,1,0,0
CA3302062,1,0,0
CA3302077,1,0,0
CA3302079,1,0,0
CA3302081,1,0,0
CA3302091,2,0,0
CA3302094,2,0,1
CA3302099,1,0,0
CA3302102,1,0,0
CA3303002,1,0,0
CA3303003,1,0,0
CA3303010,2,0,0
CA3303011,1,0,0
CA3303014,2,0,0
CA3303021,1,0,0
CA3303026,1,0,0
CA3303028,1,0,0
CA3303035,1,0,0
CA3303041,1,0,0
CA3303048,1,0,0
CA3303064,1,0,0
CA3303071,2,0,0
CA3303072,1,0,0
CA3303077,1,0,0
CA3303084,1,0,0
CA3303090,1,0,0
CA3303092,1,0,0
CA3303101,1,0,0
CA3303104,1,0,0
CA3303112,1,0,0
CA3310001,94,0,4
CA3310002,20,0,0
CA3310003,7,0,0
CA3310004,1,2,2
CA3310005,28,4,1
CA3310006,20,0,1
CA3310007,6,0,0
CA3310008,9,0,0
CA3310009,30,15,16
CA3310012,13,4,3
CA3310016,5,4,6
CA3310017,8,1,1
CA3310018,1,1,2
CA3310019,19,0,2
CA3310020,20,0,0
CA3310021,21,1,8
CA3310022,14,0,2
CA3310025,10,1,8
CA3310026,1,3,3
CA3310028,1,0,0
CA3310029,0,5,5
CA3310030,18,0,1
CA3310031,43,5,1
CA3310032,6,0,3
CA3310033,4,0,3
CA3310036,2,2,2
CA3310037,20,4,5
CA3310038,43,4,4
CA3310040,10,2,1
CA3310044,7,0,1
CA3310046,1,1,1
CA3310047,4,0,0
CA3310048,5,0,1
CA3310049,5,4,9
CA3310051,5,0,0
CA3310052,6,0,0
CA3310074,0,3,3
CA3310075,5,0,0
CA3310076,0,1,1
CA3310078,2,0,0
CA3310080,1,0,0
CA3310081,2,0,0
CA3310082,4,1,1
CA3310083,12,0,1
CA3310084,1,0,0
CA3310301,2,0,0
CA3310501,1,0,0
CA3310502,1,0,1
CA3310800,1,0,1
CA3310801,1,0,0
CA3310802,4,0,0
CA3400100,1,0,0
CA3400101,2,0,0
CA3400103,2,0,0
CA3400106,2,0,0
CA3400107,1,0,0
CA3400113,1,0,0
CA3400117,1,0,0
CA3400119,1,0,0
CA3400121,2,0,0
CA3400122,1,0,0
CA3400123,1,0,0
CA3400125,3,0,0
CA3400128,1,0,0
CA3400130,1,0,0
CA3400131,1,0,0
CA3400133,1,0,0
CA3400135,1,0,0
CA3400137,2,0,0
CA3400138,1,0,0
CA3400139,1,2,2
CA3400141,1,0,0
CA3400147,1,0,0
CA3400149,1,0,0
CA3400150,1,0,0
CA3400151,1,0,0
CA3400155,1,0,0
CA3400156,1,0,1
CA3400164,3,0,0
CA3400166,1,0,0
CA3400167,1,0,0
CA3400168,1,0,0
CA3400169,1,0,0
CA3400172,1,0,0
CA3400173,6,0,0
CA3400175,1,0,0
CA3400179,2,0,0
CA3400180,2,0,0
CA3400181,2,0,0
CA3400190,1,0,0
CA3400191,3,0,0
CA3400192,1,0,0
CA3400201,1,0,0
CA3400202,1,0,0
CA3400204,1,0,0
CA3400206,1,0,0
CA3400208,1,0,0
CA3400213,1,0,0
CA3400216,1,0,0
CA3400217,3,0,0
CA3400226,1,0,0
CA3400229,4,0,0
CA3400232,1,0,0
CA3400240,2,0,0
CA3400250,1,0,0
CA3400251,1,0,0
CA3400253,2,0,0
CA3400254,1,0,0
CA3400267,2,0,0
CA3400268,1,0,0
CA3400271,2,0,0
CA3400273,1,0,0
CA3400278,2,0,0
CA3400283,1,0,0
CA3400286,1,0,0
CA3400296,2,0,0
CA3400297,3,0,0
CA3400302,1,0,0
CA3400303,1,0,0
CA3400331,1,0,0
CA3400333,1,0,0
CA3400334,1,0,0
CA3400335,2,0,0
CA3400336,2,0,0
CA3400342,2,0,0
CA3400346,1,0,0
CA3400356,1,0,0
CA3400358,5,0,0
CA3400364,1,0,0
CA3400374,1,0,0
CA3400375,2,0,0
CA3400376,1,0,0
CA3400377,2,0,0
CA3400379,1,0,0
CA3400380,1,0,0
CA3400382,1,0,0
CA3400383,1,0,0
CA3400387,1,0,0
CA3400391,1,0,0
CA3400393,2,0,0
CA3400394,1,0,0
CA3400396,1,0,0
CA3400397,1,0,0
CA3400401,1,0,0
CA3400402,1,0,0
CA3400406,1,0,0
CA3400408,1,0,0
CA3400410,1,0,0
CA3400416,1,0,0
CA3400417,1,0,0
CA3400418,1,0,0
CA3400419,1,0,0
CA3400420,1,0,0
CA3400424,1,0,0
CA3400425,1,0,0
CA3400426,1,0,0
CA3400428,1,0,0
CA3400429,1,0,0
CA3400432,1,0,0
CA3400433,2,0,0
CA3400434,1,0,0
CA3400435,1,0,0
CA3400441,1,0,0
CA3400443,1,0,0
CA3400444,1,0,0
CA3400445,1,0,0
CA3400448,2,0,0
CA3400451,2,0,0
CA3400452,1,0,0
CA3400453,1,0,0
CA3400454,1,0,0
CA3400455,1,0,0
CA3400456,1,0,0
CA3400457,1,0,0
CA3400458,1,0,0
CA3400459,1,0,0
CA3400460,1,0,0
CA3400461,1,0,0
CA3400462,1,0,0
CA3400463,1,0,0
CA3400464,2,0,0
CA3400465,1,0,0
CA3400466,1,0,0
CA3400467,1,0,0
CA3400469,1,0,0
CA3400470,1,0,0
CA3400471,1,0,0
CA3400473,0,1,1
CA3400475,1,0,0
CA3400477,1,0,0
CA3410001,74,2,2
CA3410002,11,0,1
CA3410003,6,0,0
CA3410004,6,1,1
CA3410005,0,1,0
CA3410006,6,1,1
CA3410007,8,0,0
CA3410008,9,0,1
CA3410009,5,1,1
CA3410010,23,2,2
CA3410011,7,0,0
CA3410012,4,0,0
CA3410013,22,2,2
CA3410014,0,3,2
CA3410015,9,3,2
CA3410016,1,1,1
CA3410017,19,1,1
CA3410018,13,0,1
CA3410020,29,10,9
CA3410021,0,1,0
CA3410022,2,0,0
CA3410023,13,2,2
CA3410026,4,0,0
CA3410027,1,1,1
CA3410029,42,2,1
CA3410030,0,1,1
CA3410031,17,2,2
CA3410032,0,1,0
CA3410033,10,3,3
CA3410035,2,0,0
CA3410045,4,1,1
CA3410047,2,0,0
CA3410301,1,0,0
CA3410302,2,0,0
CA3410303,1,0,0
CA3410704,8,1,1
CA3410802,2,0,0
CA3500006,1,1,0
CA3500505,3,0,0
CA3500507,0,1,0
CA3500509,1,0,0
CA3500510,1,0,0
CA3500511,1,0,0
CA3500521,1,0,0
CA3500527,1,0,0
CA3500537,1,1,0
CA3500539,1,0,0
CA3500549,2,0,0
CA3500550,1,0,0
CA3500552,1,0,0
CA3500556,2,0,1
CA3500557,2,0,0
CA3500559,1,0,0
CA3500562,1,0,0
CA3500563,2,0,0
CA3500570,1,0,0
CA3500571,1,1,1
CA3500575,1,0,0
CA3500576,1,0,0
CA3500578,2,0,0
CA3500579,1,0,0
CA3500581,1,0,0
CA3500801,1,0,0
CA3500804,1,0,0
CA3500805,1,0,0
CA3500810,1,0,0
CA3500823,1,1,0
CA3500825,2,0,0
CA3500830,1,0,0
CA3500836,1,0,0
CA3500900,2,0,0
CA3500904,2,0,0
CA3500905,2,0,1
CA3500910,2,0,0
CA3500911,1,0,0
CA3500912,1,0,0
CA3500913,3,0,0
CA3500916,1,0,0
CA3500917,3,0,0
CA3500919,1,0,0
CA3500920,2,0,0
CA3500925,2,0,0
CA3500926,1,0,0
CA3500927,1,0,0
CA3500928,1,0,0
CA3500929,1,0,0
CA3500930,2,0,0
CA3510001,5,8,8
CA3510002,2,0,0
CA3510003,5,4,4
CA3510004,3,0,0
CA3510006,2,0,1
CA3510007,0,1,0
CA3510009,1,0,0
CA3510300,1,0,0
CA3510302,3,0,0
CA3510500,2,0,0
CA3510501,1,0,0
CA3510502,1,0,0
CA3600005,1,0,0
CA3600008,2,0,0
CA3600009,2,0,0
CA3600010,2,0,1
CA3600011,1,1,1
CA3600012,2,0,0
CA3600022,6,0,0
CA3600025,2,0,0
CA3600027,2,0,0
CA3600031,2,0,0
CA3600032,1,0,0
CA3600036,1,0,0
CA3600044,1,0,0
CA3600062,1,0,0
CA3600063,2,0,0
CA3600064,2,0,0
CA3600070,2,0,0
CA3600071,1,0,0
CA3600086,2,0,0
CA3600087,1,2,2
CA3600088,2,0,0
CA3600089,2,0,0
CA3600094,5,0,0
CA3600105,1,0,0
CA3600106,3,0,0
CA3600107,4,0,0
CA3600108,5,0,0
CA3600111,1,0,0
CA3600114,2,0,0
CA3600123,2,0,0
CA3600124,1,0,0
CA3600132,1,0,0
CA3600133,1,0,0
CA3600139,2,0,0
CA3600140,1,0,0
CA3600141,5,0,0
CA3600149,1,0,0
CA3600152,2,0,0
CA3600154,1,0,0
CA3600155,2,0,0
CA3600156,2,0,0
CA3600157,3,0,0
CA3600158,2,0,0
CA3600166,2,0,0
CA3600172,3,0,0
CA3600180,2,0,0
CA3600183,1,0,0
CA3600184,2,0,0
CA3600185,4,0,1
CA3600187,2,0,0
CA3600192,4,0,0
CA3600193,2,0,0
CA3600196,2,0,1
CA3600197,1,0,0
CA3600200,3,0,0
CA3600205,1,0,0
CA3600209,0,1,1
CA3600215,1,0,0
CA3600220,3,0,0
CA3600226,3,0,0
CA3600257,2,0,0
CA3600258,2,1,1
CA3600260,1,1,1
CA3600262,3,0,0
CA3600270,3,0,0
CA3600279,2,0,0
CA3600283,3,0,0
CA3600297,2,0,0
CA3600298,1,0,0
CA3600301,2,0,1
CA3600307,0,1,0
CA3600308,2,0,0
CA3600314,1,0,0
CA3600335,1,0,0
CA3600345,2,0,0
CA3600356,3,0,0
CA3600360,2,0,0
CA3600365,0,1,0
CA3600367,2,0,0
CA3600368,1,0,0
CA3600370,0,1,0
CA3600371,2,0,0
CA3600372,2,0,0
CA3600375,1,0,0
CA3600376,0,1,0
CA3600377,1,0,0
CA3600378,2,0,0
CA3600380,1,0,0
CA3600382,0,1,0
CA3600383,0,1,0
CA3600384,2,0,0
CA3600385,1,0,0
CA3600386,1,0,0
CA3600388,2,0,0
CA3600389,3,0,0
CA3600391,1,0,0
CA3600393,1,0,0
CA3600394,1,0,0
CA3600395,2,0,0
CA3600397,1,0,0
CA3600399,1,0,0
CA3600400,1,0,0
CA3600404,1,0,0
CA3600406,1,0,0
CA3600409,1,0,0
CA3600412,2,0,0
CA3600415,4,1,1
CA3600432,1,0,0
CA3600437,0,1,0
CA3600446,1,1,1
CA3600452,2,0,0
CA3600453,1,0,0
CA3600478,1,0,0
CA3600481,1,0,0
CA3600483,1,0,0
CA3600485,1,0,0
CA3600490,1,0,0
CA3600500,2,0,0
CA3600504,3,0,0
CA3600509,1,0,0
CA3600510,1,0,0
CA3600512,1,0,0
CA3600513,1,0,0
CA3600524,1,0,0
CA3600532,1,0,0
CA3600534,1,0,0
CA3600536,1,0,0
CA3600537,1,0,0
CA3600538,0,1,0
CA3600540,1,0,0
CA3600541,1,0,0
CA3600554,1,0,0
CA3600568,1,0,0
CA3600585,8,0,1
CA3600586,2,0,0
CA3600587,2,0,0
CA3600588,4,0,0
CA3600589,1,0,0
CA3600591,3,0,1
CA3600593,2,0,0
CA3600595,3,0,0
CA3600596,1,0,0
CA3600597,5,0,0
CA3600600,1,0,0
CA3600601,4,0,0
CA3600602,4,0,0
CA3600604,1,0,0
CA3600608,2,0,1
CA3600613,1,0,0
CA3600620,1,0,0
CA3600704,4,0,0
CA3600707,7,0,1
CA3600740,0,1,0
CA3600756,1,0,0
CA3600760,1,0,0
CA3600765,1,0,0
CA3600767,2,0,0
CA3600768,2,0,0
CA3600770,0,1,0
CA3600771,3,0,0
CA3600776,1,0,0
CA3600777,1,0,0
CA3600783,1,0,0
CA3600784,1,0,0
CA3600785,2,0,0
CA3600790,1,0,0
CA3600797,2,0,0
CA3601004,2,0,0
CA3601006,1,0,0
CA3601010,2,0,0
CA3601012,1,0,0
CA3601013,1,0,0
CA3601015,2,0,0
CA3601016,1,0,0
CA3601019,1,0,0
CA3601020,1,0,0
CA3601024,0,1,0
CA3601027,2,0,0
CA3601029,1,0,0
CA3601034,1,0,0
CA3601036,2,0,0
CA3601037,2,0,0
CA3601040,1,0,0
CA3601045,2,0,0
CA3601046,2,0,0
CA3601047,1,0,0
CA3601051,1,0,0
CA3601052,1,0,0
CA3601057,1,0,0
CA3601061,4,0,0
CA3601062,4,0,0
CA3601064,1,0,0
CA3601070,1,0,0
CA3601077,1,0,0
CA3601079,1,0,0
CA3601081,1,0,0
CA3601082,1,0,0
CA3601085,1,0,0
CA3601089,1,0,0
CA3601095,1,0,0
CA3601096,1,0,0
CA3601097,1,0,0
CA3601098,1,0,0
CA3601100,1,0,0
CA3601101,1,0,0
CA3601105,1,0,0
CA3601106,2,0,0
CA3601107,1,0,0
CA3601108,1,0,0
CA3601109,1,0,0
CA3601110,1,0,0
CA3601112,1,0,0
CA3601113,1,0,0
CA3601115,1,0,0
CA3601117,2,0,1
CA3601121,3,0,1
CA3601122,5,0,0
CA3601128,0,1,0
CA3601130,5,0,0
CA3601131,1,0,0
CA3601133,1,0,0
CA3601134,1,0,0
CA3601135,2,0,1
CA3601137,1,0,0
CA3601139,1,0,0
CA3601140,1,0,0
CA3601141,1,0,0
CA3601143,2,0,0
CA3601144,1,0,0
CA3601145,2,0,0
CA3601147,2,0,0
CA3601148,1,0,0
CA3601150,1,0,0
CA3601151,1,0,0
CA3601152,1,0,0
CA3601153,1,0,0
CA3601155,3,0,0
CA3601157,1,0,0
CA3601158,1,0,0
CA3601159,2,0,0
CA3601161,1,0,0
CA3601162,1,0,0
CA3601163,1,0,0
CA3601165,1,0,0
CA3601166,1,0,0
CA3601167,1,0,0
CA3601168,1,0,0
CA3601169,1,0,0
CA3601170,1,0,0
CA3601171,1,0,0
CA3601172,1,0,0
CA3601173,1,0,0
CA3601175,1,0,0
CA3601176,1,0,0
CA3601179,2,0,0
CA3601180,1,0,0
CA3601181,2,0,0
CA3601182,2,0,1
CA3601183,1,0,0
CA3601184,2,0,0
CA3601185,2,0,0
CA3601187,1,0,0
CA3601188,1,0,0
CA3601189,1,0,0
CA3601190,1,0,0
CA3601191,1,0,0
CA3610001,11,0,3
CA3610002,5,1,1
CA3610003,19,0,1
CA3610004,20,2,2
CA3610008,12,2,0
CA3610012,8,2,3
CA3610013,10,1,3
CA3610015,37,9,9
CA3610016,3,0,0
CA3610017,0,1,0
CA3610018,23,7,1
CA3610019,3,0,1
CA3610022,5,1,0
CA3610023,25,1,1
CA3610026,2,1,1
CA3610031,5,0,0
CA3610032,4,0,0
CA3610033,2,1,0
CA3610037,23,6,3
CA3610038,10,5,6
CA3610044,42,0,0
CA3610048,3,0,1
CA3610051,20,1,1
CA3610052,35,1,2
CA3610062,27,2,2
CA3610064,17,2,1
CA3610073,15,0,3
CA3610075,19,0,0
CA3610093,2,1,1
CA3610109,8,0,1
CA3610118,3,0,0
CA3610120,15,0,1
CA3610121,5,0,0
CA3610125,5,0,0
CA3610129,6,0,0
CA3610130,1,0,0
CA3610131,1,0,0
CA3610705,8,0,0
CA3610708,1,0,0
CA3610800,3,0,0
CA3610801,3,0,0
CA3610850,6,0,0
CA3610851,1,0,1
CA3700011,1,0,0
CA3700030,1,0,0
CA3700044,2,0,0
CA3700174,1,0,0
CA3700235,1,0,0
CA3700276,2,0,0
CA3700782,1,0,0
CA3700847,1,0,0
CA3700866,3,1,1
CA3700880,1,0,0
CA3700895,1,0,0
CA3700900,2,0,0
CA3700918,2,0,0
CA3700919,0,1,0
CA3700933,2,0,0
CA3700934,9,0,0
CA3700936,5,0,1
CA3700937,2,1,1
CA3700938,12,4,3
CA3700962,3,0,0
CA3700968,2,0,0
CA3700970,1,0,0
CA3701240,1,0,0
CA3701408,0,1,1
CA3701476,2,0,0
CA3701567,2,0,0
CA3701568,1,0,0
CA3701594,1,0,0
CA3701965,2,0,0
CA3701982,1,0,0
CA3701988,1,0,0
CA3701995,2,0,0
CA3702059,2,0,0
CA3702104,3,0,0
CA3702236,2,0,0
CA3702338,1,0,0
CA3702686,2,0,0
CA3705051,1,0,0
CA3705058,1,0,0
CA3705061,1,0,0
CA3705063,1,0,0
CA3705065,1,0,0
CA3705071,1,0,0
CA3705072,1,0,0
CA3705074,1,0,0
CA3705075,1,0,0
CA3705077,1,0,0
CA3710001,0,8,8
CA3710002,0,5,5
CA3710004,0,4,4
CA3710005,0,6,6
CA3710006,0,5,3
CA3710008,2,8,9
CA3710010,1,19,17
CA3710012,6,2,2
CA3710013,2,4,4
CA3710014,9,14,15
CA3710015,0,3,2
CA3710016,0,14,14
CA3710018,0,4,4
CA3710019,0,2,2
CA3710020,3,12,7
CA3710021,0,14,14
CA3710023,0,7,5
CA3710025,14,16,14
CA3710026,0,8,8
CA3710027,27,10,9
CA3710029,0,16,15
CA3710034,0,28,28
CA3710037,0,6,6
CA3710042,0,7,6
CA3710044,0,1,1
CA3710045,0,2,0
CA3710316,1,0,0
CA3710317,1,0,0
CA3710318,1,0,0
CA3710700,8,0,1
CA3710702,12,1,1
CA3710707,0,2,2
CA3710750,0,3,3
CA3790014,6,0,0
CA3810001,8,14,0
CA3810003,0,1,1
CA3810005,0,1,0
CA3810006,0,1,1
CA3810008,0,1,1
CA3810010,0,1,1
CA3810011,7,1,1
CA3810700,0,2,1
CA3810702,0,1,1
CA3900504,2,0,0
CA3900505,2,0,0
CA3900511,2,0,0
CA3900512,1,0,0
CA3900517,1,0,0
CA3900523,1,0,0
CA3900543,1,0,1
CA3900558,2,0,0
CA3900559,1,0,0
CA3900561,1,0,0
CA3900563,1,0,0
CA3900568,2,0,0
CA3900569,2,0,0
CA3900578,1,0,0
CA3900579,1,0,0
CA3900581,1,0,0
CA3900583,1,0,0
CA3900585,1,0,0
CA3900586,1,0,0
CA3900592,1,0,0
CA3900593,1,0,0
CA3900596,1,0,0
CA3900598,1,0,0
CA3900602,2,0,0
CA3900606,1,0,0
CA3900607,1,0,0
CA3900616,2,0,0
CA3900624,2,0,0
CA3900637,2,0,0
CA3900648,2,0,0
CA3900649,1,0,0
CA3900653,2,0,0
CA3900661,1,0,0
CA3900664,1,0,0
CA3900666,1,0,0
CA3900682,1,0,0
CA3900701,1,0,0
CA3900702,2,0,0
CA3900705,1,0,0
CA3900709,1,0,0
CA3900714,0,1,1
CA3900719,1,0,0
CA3900720,1,0,0
CA3900721,1,0,0
CA3900722,2,0,0
CA3900724,2,0,0
CA3900732,1,0,0
CA3900733,1,0,0
CA3900742,2,0,0
CA3900748,1,0,0
CA3900751,1,0,0
CA3900752,1,0,0
CA3900755,1,0,0
CA3900756,1,0,0
CA3900757,1,0,0
CA3900759,1,0,0
CA3900762,2,0,0
CA3900768,1,0,0
CA3900779,1,0,0
CA3900796,2,0,0
CA3900798,2,0,0
CA3900799,1,0,0
CA3900805,2,0,0
CA3900813,1,0,0
CA3900814,1,0,0
CA3900815,2,0,0
CA3900825,1,0,0
CA3900831,1,0,0
CA3900835,1,0,0
CA3900837,1,0,0
CA3900840,1,0,0
CA3900842,2,0,0
CA3900844,2,0,0
CA3900846,1,0,0
CA3900848,1,0,0
CA3900849,1,0,0
CA3900850,1,0,0
CA3900903,1,0,0
CA3900907,3,0,0
CA3900921,1,0,0
CA3900927,1,0,0
CA3900962,1,0,0
CA3900964,1,0,0
CA3900965,1,0,0
CA3900974,1,0,0
CA3900978,1,0,0
CA3900983,2,0,0
CA3900991,1,0,0
CA3900993,2,0,0
CA3900998,1,0,0
CA3901006,1,0,0
CA3901010,1,0,0
CA3901011,1,0,0
CA3901014,1,0,0
CA3901015,1,0,0
CA3901031,1,0,0
CA3901032,1,0,0
CA3901041,1,0,0
CA3901046,1,0,0
CA3901074,2,0,0
CA3901075,2,0,0
CA3901080,1,0,0
CA3901081,2,0,0
CA3901082,2,0,0
CA3901085,1,0,0
CA3901086,1,0,0
CA3901090,1,0,0
CA3901092,2,0,0
CA3901106,1,0,0
CA3901107,2,0,0
CA3901108,1,0,0
CA3901113,2,0,0
CA3901114,1,0,0
CA3901116,1,0,0
CA3901120,1,0,0
CA3901123,1,0,0
CA3901124,1,0,0
CA3901131,1,0,0
CA3901159,1,0,1
CA3901163,1,0,0
CA3901167,1,0,0
CA3901169,1,0,0
CA3901172,2,0,0
CA3901176,1,0,0
CA3901179,1,0,0
CA3901181,1,0,0
CA3901182,1,0,0
CA3901194,1,0,0
CA3901197,1,0,0
CA3901205,1,0,0
CA3901209,1,0,0
CA3901213,1,0,0
CA3901215,1,0,0
CA3901216,2,0,0
CA3901217,1,0,0
CA3901231,1,0,0
CA3901238,1,0,0
CA3901242,1,0,0
CA3901245,2,0,0
CA3901248,3,0,0
CA3901252,1,0,0
CA3901253,1,0,0
CA3901258,1,0,0
CA3901276,1,0,0
CA3901278,1,0,0
CA3901280,1,0,0
CA3901282,1,0,0
CA3901283,1,0,0
CA3901284,1,0,0
CA3901285,1,0,0
CA3901290,1,0,0
CA3901296,1,0,0
CA3901299,1,0,0
CA3901301,1,0,0
CA3901303,2,0,0
CA3901304,1,0,0
CA3901305,1,0,0
CA3901306,1,0,0
CA3901308,1,0,0
CA3901309,1,0,0
CA3901310,1,0,0
CA3901312,2,0,0
CA3901315,1,0,0
CA3901318,3,0,0
CA3901319,1,0,0
CA3901320,1,0,0
CA3901322,2,0,0
CA3901323,1,0,0
CA3901328,1,0,0
CA3901329,1,0,0
CA3901331,1,0,0
CA3901336,1,0,0
CA3901337,3,0,0
CA3901338,1,0,0
CA3901341,1,0,0
CA3901342,1,0,0
CA3901343,1,0,0
CA3901344,2,0,0
CA3901345,1,0,0
CA3901348,3,0,0
CA3901350,1,0,0
CA3901354,1,0,0
CA3901360,2,0,0
CA3901365,1,0,0
CA3901368,1,0,0
CA3901369,1,0,0
CA3901370,1,0,0
CA3901371,1,0,0
CA3901373,1,0,0
CA3901377,1,0,0
CA3901378,1,0,0
CA3901382,2,0,0
CA3901387,1,0,0
CA3901388,1,0,0
CA3901390,1,0,0
CA3901391,1,0,0
CA3901392,1,0,0
CA3901393,1,0,0
CA3901394,1,0,0
CA3901397,1,0,0
CA3901399,1,0,0
CA3901400,1,0,0
CA3901401,1,0,0
CA3901402,1,0,0
CA3901403,1,0,0
CA3901404,1,0,0
CA3901405,1,0,0
CA3901406,1,0,0
CA3901407,1,0,0
CA3901409,1,0,0
CA3901410,1,0,0
CA3901411,1,0,0
CA3901412,1,0,0
CA3901414,1,0,0
CA3901416,1,0,0
CA3901417,1,0,0
CA3901418,1,0,0
CA3901421,1,0,0
CA3901422,2,0,0
CA3901423,1,0,0
CA3901424,1,0,0
CA3901425,1,0,0
CA3901426,1,0,0
CA3901428,1,0,0
CA3901429,1,0,0
CA3901430,1,0,0
CA3901432,1,0,0
CA3901433,1,0,0
CA3901435,1,0,0
CA3901438,1,0,0
CA3901439,1,0,0
CA3901441,1,0,0
CA3901442,1,0,0
CA3901443,1,0,0
CA3901445,1,0,0
CA3901447,1,0,0
CA3901449,1,0,0
CA3901450,1,0,0
CA3901452,1,0,0
CA3901456,2,0,0
CA3901457,1,0,0
CA3901459,1,0,0
CA3901461,1,0,0
CA3901462,1,0,0
CA3901463,2,0,0
CA3901464,1,0,0
CA3901466,1,0,0
CA3901467,1,0,0
CA3901469,1,0,0
CA3901470,1,0,0
CA3901471,2,0,0
CA3901472,1,0,0
CA3901473,1,0,0
CA3901474,1,0,0
CA3901477,1,0,0
CA3901478,1,0,0
CA3901480,1,0,0
CA3901481,2,0,0
CA3901482,1,0,0
