PWSID,Groundwater,Surface Water,Interties
CA1400195,1,0,0
CA1400500,1,0,0
CA1400503,1,0,0
CA1400504,2,0,0
CA1400505,1,0,0
CA1400506,1,0,0
CA1400511,1,0,0
CA1400516,1,0,0
CA1400518,2,0,0
CA1400524,1,0,0
CA1400527,0,1,0
CA1400528,5,0,0
CA1400529,1,0,0
CA1400531,1,0,0
CA1400532,1,0,0
CA1410002,2,0,0
CA1410003,2,0,0
CA1410004,2,0,0
CA1410005,5,0,0
CA1410007,3,0,0
CA1410500,1,0,0
CA1410502,1,0,0
CA1410503,1,0,0
CA1410504,1,0,0
CA1410505,3,0,0
CA1410507,1,0,0
CA1410509,1,0,0
CA1410510,1,0,0
CA1410800,2,0,0
CA1500050,2,0,0
CA1500090,1,0,0
CA1500096,1,0,0
CA1500152,1,0,0
CA1500209,3,0,0
CA1500211,2,0,0
CA1500216,1,0,0
CA1500231,2,0,0
CA1500251,2,0,0
CA1500252,2,0,0
CA1500289,1,0,0
CA1500290,1,1,1
CA1500296,2,0,0
CA1500314,1,0,0
CA1500324,1,0,1
CA1500327,1,0,0
CA1500333,2,0,0
CA1500336,2,0,0
CA1500340,1,0,0
CA1500341,5,0,0
CA1500344,1,0,0
CA1500349,2,0,0
CA1500364,1,0,1
CA1500371,1,0,0
CA1500374,2,0,0
CA1500378,1,0,0
CA1500393,2,0,0
CA1500396,1,0,0
CA1500398,2,0,0
CA1500401,2,0,0
CA1500404,2,0,0
CA1500405,2,0,0
CA1500406,2,0,0
CA1500407,2,1,0
CA1500409,2,0,0
CA1500413,1,0,0
CA1500415,2,0,1
CA1500424,4,0,0
CA1500426,1,0,0
CA1500436,3,0,0
CA1500442,1,0,0
CA1500443,3,0,0
CA1500447,2,0,0
CA1500448,1,0,0
CA1500449,3,0,0
CA1500452,1,1,1
CA1500455,1,0,0
CA1500458,1,0,0
CA1500459,1,0,0
CA1500461,1,0,0
CA1500464,1,0,0
CA1500465,3,0,0
CA1500466,4,0,0
CA1500475,1,0,0
CA1500478,2,0,0
CA1500481,4,0,0
CA1500483,2,0,0
CA1500485,2,0,0
CA1500489,2,0,0
CA1500491,2,0,0
CA1500493,2,0,0
CA1500494,1,0,0
CA1500495,2,0,0
CA1500507,1,0,0
CA1500516,2,0,0
CA1500517,1,0,0
CA1500518,1,0,0
CA1500525,4,0,0
CA1500535,2,0,1
CA1500540,1,0,0
CA1500542,1,0,0
CA1500543,1,0,0
CA1500544,2,0,0
CA1500546,3,0,1
CA1500550,2,0,0
CA1500553,2,0,0
CA1500554,2,0,0
CA1500555,1,0,0
CA1500556,2,0,0
CA1500557,1,0,0
CA1500560,1,0,0
CA1500561,2,0,0
CA1500563,2,0,0
CA1500564,1,0,0
CA1500569,4,0,0
CA1500571,1,0,0
CA1500574,2,0,0
CA1500575,1,0,0
CA1500578,2,0,0
CA1500579,1,0,0
CA1500584,2,0,1
CA1500585,2,0,0
CA1500588,2,0,0
CA1500591,1,0,0
CA1500593,2,0,0
CA1500597,1,0,0
CA1500599,1,0,0
CA1500600,1,0,0
CA1502012,2,0,0
CA1502029,1,0,0
CA1502034,2,0,0
CA1502042,1,0,0
CA1502044,1,0,0
CA1502056,1,0,0
CA1502066,1,0,0
CA1502068,1,0,0
CA1502073,1,0,0
CA1502074,1,0,0
CA1502093,1,0,0
CA1502133,1,0,0
CA1502134,2,0,0
CA1502154,1,0,0
CA1502164,1,0,0
CA1502194,1,0,0
CA1502213,1,0,0
CA1502217,1,0,0
CA1502221,1,0,0
CA1502223,2,0,0
CA1502225,1,0,0
CA1502229,1,0,0
CA1502231,2,1,1
CA1502232,1,0,0
CA1502247,1,0,0
CA1502249,1,0,0
CA1502260,1,0,0
CA1502277,2,0,0
CA1502315,2,0,0
CA1502317,1,0,0
CA1502319,1,0,0
CA1502320,4,0,0
CA1502323,2,0,0
CA1502325,1,0,0
CA1502327,1,0,0
CA1502383,1,0,0
CA1502418,1,0,0
CA1502422,2,0,0
CA1502449,2,0,0
CA1502465,1,0,0
CA1502524,1,0,0
CA1502545,1,0,0
CA1502561,0,1,1
CA1502564,1,0,0
CA1502569,1,0,0
CA1502572,1,0,0
CA1502575,1,0,0
CA1502580,1,0,0
CA1502581,1,0,0
CA1502595,1,0,0
CA1502600,1,0,0
CA1502607,1,0,0
CA1502608,1,0,0
CA1502615,2,0,0
CA1502619,1,0,0
CA1502620,1,0,0
CA1502622,2,0,0
CA1502629,1,0,0
CA1502645,4,0,0
CA1502653,2,0,0
CA1502659,1,0,0
CA1502663,2,0,0
CA1502667,1,0,0
CA1502670,1,0,0
CA1502673,1,0,0
CA1502680,1,0,0
CA1502682,1,0,0
CA1502683,1,0,0
CA1502686,1,0,0
CA1502687,1,0,0
CA1502688,1,0,0
CA1502689,1,0,0
CA1502690,2,0,0
CA1502691,1,0,0
CA1502695,1,0,0
CA1502697,1,0,0
CA1502699,1,0,0
CA1502717,1,0,0
CA1502744,1,0,0
CA1502750,1,0,0
CA1502753,1,0,0
CA1502757,1,0,0
CA1502759,0,1,0
CA1502763,1,0,0
CA1502771,2,0,0
CA1502799,1,0,0
CA1502820,1,0,0
CA1502826,1,0,0
CA1503093,3,0,0
CA1503104,1,0,0
CA1503105,1,0,0
CA1503140,1,0,0
CA1503182,3,0,1
CA1503194,1,0,0
CA1503206,1,0,0
CA1503209,2,0,0
CA1503215,1,0,0
CA1503219,1,0,0
CA1503226,2,0,0
CA1503230,1,0,0
CA1503231,1,0,0
CA1503232,1,0,0
CA1503243,1,0,0
CA1503249,1,0,0
CA1503270,1,0,1
CA1503275,0,1,0
CA1503290,2,0,0
CA1503305,1,0,0
CA1503310,1,0,0
CA1503319,1,0,0
CA1503329,3,0,0
CA1503330,1,0,0
CA1503336,1,0,0
CA1503341,2,1,0
CA1503349,4,0,1
CA1503350,1,0,0
CA1503360,1,0,0
CA1503368,1,0,0
CA1503373,1,0,0
CA1503374,1,0,0
CA1503378,2,0,0
CA1503380,2,0,0
CA1503384,1,0,0
CA1503392,1,0,0
CA1503397,1,0,0
CA1503398,1,0,0
CA1503440,2,0,2
CA1503475,3,0,0
CA1503509,1,0,0
CA1503515,1,0,0
CA1503521,2,0,0
CA1503526,1,0,0
CA1503536,1,0,0
CA1503537,1,0,0
CA1503543,1,0,0
CA1503558,1,0,0
CA1503565,1,0,0
CA1503570,1,0,0
CA1503576,1,0,0
CA1503578,1,0,0
CA1503623,1,0,0
CA1503629,1,0,0
CA1503642,1,0,0
CA1503645,1,0,1
CA1503646,1,0,0
CA1503648,1,0,0
CA1503649,1,0,0
CA1503650,1,0,0
CA1503651,1,0,0
CA1503652,1,0,0
CA1503653,1,0,0
CA1503654,1,0,0
CA1503655,1,0,0
CA1503656,1,0,0
CA1503657,1,0,0
CA1503658,1,0,0
CA1503660,1,0,0
CA1503661,1,0,0
CA1503662,1,0,0
CA1503663,0,1,0
CA1503664,2,0,0
CA1503666,1,0,0
CA1503667,1,0,0
CA1503668,1,0,0
CA1503669,1,0,0
CA1503671,1,0,0
CA1503672,1,0,0
CA1503676,1,0,0
CA1503677,1,0,0
CA1503678,2,0,0
CA1503679,1,0,0
CA1503680,1,0,0
CA1503681,1,0,0
CA1503682,1,0,0
CA1503683,1,0,0
CA1503684,1,0,0
CA1503685,3,0,1
CA1503686,1,0,0
CA1503687,1,0,0
CA1503688,1,0,0
CA1504000,1,0,0
CA1504001,1,0,0
CA1504002,1,0,0
CA1504003,1,0,0
CA1504004,1,0,0
CA1504005,1,0,0
CA1504006,1,0,0
CA1504007,1,0,0
CA1504008,1,0,0
CA1504009,1,0,0
CA1510001,7,0,0
CA1510002,1,1,1
CA1510003,68,2,1
CA1510004,3,0,1
CA1510005,15,0,0
CA1510006,6,2,2
CA1510007,3,0,0
CA1510009,3,0,0
CA1510011,4,0,0
CA1510012,6,0,0
CA1510013,3,0,0
CA1510014,7,1,1
CA1510015,8,1,1
CA1510016,2,0,0
CA1510017,13,0,2
CA1510018,2,1,1
CA1510019,7,0,0
CA1510020,7,0,1
CA1510021,6,0,0
CA1510022,13,0,0
CA1510023,5,0,0
CA1510024,7,0,0
CA1510025,4,0,0
CA1510026,2,0,0
CA1510027,1,1,1
CA1510028,8,0,0
CA1510029,13,0,0
CA1510031,62,2,2
CA1510032,4,1,1
CA1510033,4,1,0
CA1510036,2,0,0
CA1510038,7,0,0
CA1510039,5,0,1
CA1510040,5,4,0
CA1510042,3,0,1
CA1510043,2,0,0
CA1510045,12,0,1
CA1510046,2,0,0
CA1510049,4,0,0
CA1510051,3,0,0
CA1510052,2,0,0
CA1510053,0,1,0
CA1510054,4,0,0
CA1510055,11,2,1
CA1510056,3,0,0
CA1510300,0,1,0
CA1510301,1,0,0
CA1510302,1,0,0
CA1510701,6,1,1
CA1510702,3,1,1
CA1510703,7,0,1
CA1510800,2,0,0
CA1510801,2,0,0
CA1510802,2,0,0
CA1600002,1,0,0
CA1600009,1,0,0
CA1600011,2,0,0
CA1600013,1,0,0
CA1600015,1,0,0
CA1600017,1,0,0
CA1600022,1,0,0
CA1600023,0,1,0
CA1600029,1,0,0
CA1600032,1,0,0
CA1600050,2,0,0
CA1600249,4,0,0
CA1600265,2,0,0
CA1600270,1,0,0
CA1600293,1,0,0
CA1600303,2,1,0
CA1600507,1,0,0
CA1600602,1,0,0
CA1600603,2,0,0
CA1600604,1,0,0
CA1600605,1,0,0
CA1600607,1,0,0
CA1600608,1,0,0
CA1600609,1,0,0
CA1610001,3,0,0
CA1610002,0,1,0
CA1610003,12,0,0
CA1610004,8,0,0
CA1610005,11,0,0
CA1610006,3,0,0
CA1610007,3,0,0
CA1610009,1,1,0
CA1610700,1,1,0
CA1700502,1,0,0
CA1700508,2,0,0
CA1700510,1,0,0
CA1700511,0,1,0
CA1700518,2,0,0
CA1700519,0,1,0
CA1700527,1,0,0
CA1700533,1,0,0
CA1700536,1,0,0
CA1700546,0,1,0
CA1700549,2,0,0
CA1700554,2,0,0
CA1700561,1,0,0
CA1700568,0,1,0
CA1700579,1,0,0
CA1700580,1,0,0
CA1700584,0,1,0
CA1700589,1,0,0
CA1700592,2,0,0
CA1700595,2,0,0
CA1700596,1,0,0
CA1700597,0,1,0
CA1700599,0,1,0
CA1700601,2,0,0
CA1700603,0,1,0
CA1700604,1,0,0
CA1700606,1,0,0
CA1700609,0,1,0
CA1700610,1,0,0
CA1700617,1,0,0
CA1700627,1,0,0
CA1700628,1,0,0
CA1700630,1,0,0
CA1700633,1,0,0
CA1700634,1,0,0
CA1700638,1,0,0
CA1700650,1,0,0
CA1700657,1,0,0
CA1700659,1,0,0
CA1700670,2,0,0
CA1700674,1,0,0
CA1700676,1,0,0
CA1700677,1,0,0
CA1700685,1,0,0
CA1700698,1,0,0
CA1700702,1,0,0
CA1700704,3,0,0
CA1700710,1,0,0
CA1700712,1,0,0
CA1700715,1,0,0
CA1700716,0,1,0
CA1700725,1,0,0
CA1700727,1,0,0
CA1700728,1,0,0
CA1700730,1,0,0
CA1700731,1,0,0
CA1700733,1,0,0
CA1700734,1,0,0
CA1700736,1,0,0
CA1700738,1,0,0
CA1700739,1,0,0
CA1710001,0,1,0
CA1710002,0,2,1
CA1710003,0,3,2
CA1710004,4,1,0
CA1710005,0,1,0
CA1710006,0,2,1
CA1710007,5,0,0
CA1710008,0,1,0
CA1710009,2,0,0
CA1710010,7,0,0
CA1710011,0,1,0
CA1710012,13,0,0
CA1710013,3,0,0
CA1710014,0,1,0
CA1710015,3,0,0
CA1710016,0,1,0
CA1710018,0,1,0
CA1710021,0,2,1
CA1710022,0,1,0
CA1710800,1,0,0
CA1800010,1,0,0
CA1800028,1,0,0
CA1800202,1,0,0
CA1800503,2,0,0
CA1800511,2,0,0
CA1800512,1,0,0
CA1800514,1,0,0
CA1800515,1,0,0
CA1800516,1,0,0
CA1800522,2,0,0
CA1800523,1,0,0
CA1800524,1,0,0
CA1800528,2,0,0
CA1800529,2,0,0
CA1800531,1,0,0
CA1800534,2,0,0
CA1800557,1,0,0
CA1800569,1,0,0
CA1800573,1,0,0
CA1800574,2,0,0
CA1800575,1,0,0
CA1800576,1,0,0
CA1800577,1,0,0
CA1800585,2,0,0
CA1800589,1,0,0
CA1800601,2,0,0
CA1800632,1,0,0
CA1800801,2,0,0
CA1805001,1,0,0
CA1805004,7,0,0
CA1805005,2,0,0
CA1805006,1,0,0
CA1805007,2,0,0
CA1805010,1,0,0
CA1805011,1,0,0
CA1810001,5,0,0
CA1810002,1,0,0
CA1810003,2,0,0
CA1810004,2,0,0
CA1810700,3,0,0
CA1810801,1,0,0
CA1900007,0,3,0
CA1900008,1,0,0
CA1900011,2,0,0
CA1900018,2,0,0
CA1900020,1,0,0
CA1900035,2,0,1
CA1900038,1,0,0
CA1900040,1,0,0
CA1900045,3,0,0
CA1900046,5,1,1
CA1900055,1,0,0
CA1900057,2,0,0
CA1900058,1,0,0
CA1900061,1,0,0
CA1900062,0,1,0
CA1900074,1,0,0
CA1900075,4,0,0
CA1900077,1,0,0
CA1900078,1,0,0
CA1900080,1,0,0
CA1900081,2,0,0
CA1900089,2,0,0
CA1900092,1,0,0
CA1900100,2,0,0
CA1900102,2,1,1
CA1900130,1,0,0
CA1900143,1,0,0
CA1900145,2,0,0
CA1900146,5,1,1
CA1900154,1,0,0
CA1900155,1,1,1
CA1900158,2,0,0
CA1900162,2,0,0
CA1900244,1,0,0
CA1900301,2,1,1
CA1900303,1,0,1
CA1900304,1,0,0
CA1900505,1,0,0
CA1900512,1,0,0
CA1900520,1,0,0
CA1900523,1,1,1
CA1900527,1,0,0
CA1900529,2,0,0
CA1900537,1,0,0
CA1900541,1,0,0
CA1900542,0,1,0
CA1900552,1,0,0
CA1900555,0,1,0
CA1900556,0,1,0
CA1900563,4,0,0
CA1900571,4,0,0
CA1900576,1,0,0
CA1900581,5,0,0
CA1900583,1,0,0
CA1900586,1,0,0
CA1900588,2,0,0
CA1900594,1,0,0
CA1900599,1,0,0
CA1900603,1,0,0
CA1900612,1,0,0
CA1900616,1,0,0
CA1900636,1,0,0
CA1900649,1,0,0
CA1900679,3,0,0
CA1900693,1,0,0
CA1900699,1,0,0
CA1900707,1,0,0
CA1900715,1,1,1
CA1900717,1,0,0
CA1900721,1,0,0
CA1900741,2,0,0
CA1900744,1,0,0
CA1900750,1,0,0
CA1900751,1,0,0
CA1900752,1,0,0
CA1900761,1,0,0
CA1900764,0,1,0
CA1900767,1,0,0
CA1900768,1,0,0
CA1900785,1,0,0
CA1900791,1,0,0
CA1900794,3,0,0
CA1900801,2,0,0
CA1900803,1,1,1
CA1900804,1,0,0
CA1900808,2,0,0
CA1900809,1,1,1
CA1900817,1,0,0
CA1900820,1,0,0
CA1900843,1,0,0
CA1900849,2,0,0
CA1900868,1,0,0
CA1900886,2,0,0
CA1900894,1,0,0
CA1900901,0,2,0
CA1900903,3,0,0
CA1900904,0,1,0
CA1900907,2,0,0
CA1900913,1,0,0
CA1900914,1,0,0
CA1900922,1,0,0
CA1900929,2,0,0
CA1900936,1,0,0
CA1900937,0,1,0
CA1900942,1,0,0
CA1900952,1,0,0
CA1900961,1,0,0
CA1900974,1,0,0
CA1900975,1,0,0
CA1900976,4,0,0
CA1901000,1,0,0
CA1901002,1,0,0
CA1907004,1,0,0
CA1907011,1,0,0
CA1907013,1,0,0
CA1907014,3,0,0
CA1907015,1,0,0
CA1907016,1,0,0
CA1907018,1,0,0
CA1907019,1,0,0
CA1907024,1,0,0
CA1907028,4,0,0
CA1907029,1,0,0
CA1907031,1,0,0
CA1907032,1,0,0
CA1909006,2,0,0
CA1909627,1,0,0
CA1909644,0,1,0
CA1909645,2,0,0
CA1909646,2,0,0
CA1909647,1,0,0
CA1910001,11,1,3
CA1910002,2,0,1
CA1910003,12,1,1
CA1910004,10,4,7
CA1910005,2,3,3
CA1910006,11,2,0
CA1910007,12,3,2
CA1910009,7,1,1
CA1910010,2,0,0
CA1910011,7,4,5
CA1910012,0,1,1
CA1910013,6,1,2
CA1910017,13,21,21
CA1910018,2,8,9
CA1910019,3,1,1
CA1910020,3,1,2
CA1910021,2,4,4
CA1910022,1,2,1
CA1910023,4,0,0
CA1910024,13,5,5
CA1910025,1,1,1
CA1910026,7,10,11
CA1910027,1,1,1
CA1910028,12,4,4
CA1910029,5,0,4
CA1910030,1,3,3
CA1910032,0,1,1
CA1910033,9,8,8
CA1910034,20,3,3
CA1910035,7,0,0
CA1910036,11,3,3
CA1910038,12,0,3
CA1910039,36,6,11
CA1910040,0,2,2
CA1910041,3,1,0
CA1910042,8,0,0
CA1910043,13,6,5
CA1910044,8,3,3
CA1910045,17,3,0
CA1910046,1,1,2
CA1910047,1,2,2
CA1910048,2,1,0
CA1910049,5,1,1
CA1910050,2,1,1
CA1910051,2,8,8
CA1910052,4,2,2
CA1910053,2,0,0
CA1910054,1,4,4
CA1910056,2,2,2
CA1910059,2,1,1
CA1910060,12,0,9
CA1910061,1,1,1
CA1910062,8,8,8
CA1910063,3,2,1
CA1910064,5,0,1
CA1910065,24,7,8
CA1910066,2,0,0
CA1910067,48,32,28
CA1910070,43,12,13
CA1910072,2,1,1
CA1910073,0,2,2
CA1910075,0,1,1
CA1910077,7,4,4
CA1910079,5,6,6
CA1910081,3,0,0
CA1910083,2,3,3
CA1910084,2,3,3
CA1910085,2,3,3
CA1910086,3,3,3
CA1910087,1,18,0
CA1910090,6,1,2
CA1910091,11,5,9
CA1910092,9,0,1
CA1910096,2,1,1
CA1910097,4,0,0
CA1910098,8,5,6
CA1910099,4,0,0
CA1910101,1,1,2
CA1910102,23,2,0
CA1910103,4,4,4
CA1910104,0,4,4
CA1910105,2,2,2
CA1910108,1,3,3
CA1910117,2,3,5
CA1910124,9,7,7
CA1910125,5,0,0
CA1910126,25,5,4
CA1910127,0,2,2
CA1910128,3,4,0
CA1910130,10,2,2
CA1910134,3,5,5
CA1910137,3,0,0
CA1910138,2,0,0
CA1910139,9,2,2
CA1910140,4,5,4
CA1910142,4,5,5
CA1910143,3,2,2
CA1910144,6,2,2
CA1910146,10,2,2
CA1910147,2,2,2
CA1910148,5,1,1
CA1910149,2,1,1
CA1910152,14,4,7
CA1910153,7,2,5
CA1910154,3,2,2
CA1910155,13,24,24
CA1910156,7,5,5
CA1910157,5,0,0
CA1910158,2,0,0
CA1910159,2,0,0
CA1910160,2,1,1
CA1910161,2,3,3
CA1910163,3,2,2
CA1910165,2,0,1
CA1910166,4,1,1
CA1910167,9,1,1
CA1910169,3,1,1
CA1910173,9,0,0
CA1910174,14,1,10
CA1910179,8,7,7
CA1910185,2,1,2
CA1910186,9,0,0
CA1910189,1,1,2
CA1910191,4,12,13
CA1910194,1,5,6
CA1910195,4,1,3
CA1910199,8,1,2
CA1910200,1,1,2
CA1910203,4,4,4
CA1910204,0,2,2
CA1910205,6,9,9
CA1910211,6,7,7
CA1910212,7,1,1
CA1910213,5,5,5
CA1910218,4,1,1
CA1910223,4,1,1
CA1910225,0,3,1
CA1910234,0,5,5
CA1910238,1,0,0
CA1910239,11,1,1
CA1910240,17,1,1
CA1910241,0,1,1
CA1910242,4,0,0
CA1910243,2,1,1
CA1910244,8,0,0
CA1910245,1,2,3
CA1910246,3,0,0
CA1910247,5,1,1
CA1910248,3,1,1
CA1910249,2,1,1
CA1910250,4,1,1
CA1910254,1,0,0
CA1910255,1,1,2
CA1910301,1,0,0
CA1910303,0,1,0
CA1910305,1,0,0
CA1910443,0,1,0
CA1910604,0,1,0
CA1910801,1,0,0
CA2000048,3,0,0
CA2000150,2,0,0
CA2000195,1,1,0
CA2000202,2,0,0
CA2000206,1,0,0
CA2000220,2,0,0
CA2000245,1,0,0
CA2000251,1,0,0
CA2000259,1,0,0
CA2000260,1,0,0
CA2000275,3,0,0
CA2000286,1,0,0
CA2000293,3,0,0
CA2000294,1,0,0
CA2000315,1,0,0
CA2000320,1,0,0
CA2000352,1,0,0
CA2000370,2,0,0
CA2000379,1,0,0
CA2000380,1,0,0
CA2000384,1,0,0
CA2000385,1,0,0
CA2000501,2,0,0
CA2000502,3,0,0
CA2000503,1,0,0
CA2000504,1,0,0
CA2000505,1,0,0
CA2000506,3,0,0
CA2000507,2,0,0
CA2000508,3,0,0
CA2000509,4,0,0
CA2000511,1,0,0
CA2000512,1,0,0
CA2000517,3,0,0
CA2000521,5,0,1
CA2000524,4,0,0
CA2000526,1,0,0
CA2000527,4,0,0
CA2000529,1,0,0
CA2000530,1,0,0
CA2000531,1,0,0
CA2000533,2,0,0
CA2000534,2,0,0
CA2000535,1,0,0
CA2000536,2,0,0
CA2000537,1,0,0
CA2000538,1,0,0
CA2000542,0,1,0
CA2000544,0,1,0
CA2000545,1,0,0
CA2000547,1,0,0
CA2000548,1,0,0
CA2000549,2,0,0
CA2000550,3,0,0
CA2000551,3,0,0
CA2000552,3,0,0
CA2000553,1,0,0
CA2000554,2,0,0
CA2000556,2,0,0
CA2000557,2,0,1
CA2000558,1,0,0
CA2000560,1,0,0
CA2000561,1,0,0
CA2000562,1,0,0
CA2000563,1,0,0
CA2000564,2,0,0
CA2000565,1,0,0
CA2000567,2,0,1
CA2000568,1,0,0
CA2000571,1,0,0
CA2000573,2,0,0
CA2000577,2,0,0
CA2000581,2,0,0
CA2000587,2,0,0
CA2000589,1,0,0
CA2000592,1,0,0
CA2000593,3,0,1
CA2000594,1,0,0
CA2000595,1,0,0
CA2000597,1,0,0
CA2000598,2,0,0
CA2000600,1,0,0
CA2000601,1,0,0
CA2000602,1,0,0
CA2000605,2,0,0
CA2000607,1,0,0
CA2000608,1,0,0
CA2000609,1,0,0
CA2000611,2,0,0
CA2000612,1,0,0
CA2000616,1,0,0
CA2000618,1,0,0
CA2000619,3,0,0
CA2000627,1,0,0
CA2000629,1,0,0
CA2000636,2,0,0
CA2000637,1,0,0
CA2000641,2,0,0
CA2000647,2,0,0
CA2000653,1,0,0
CA2000655,2,0,0
CA2000659,3,0,0
CA2000660,1,0,0
CA2000665,1,0,0
CA2000670,1,0,0
CA2000672,1,0,0
CA2000681,3,0,0
CA2000682,2,0,0
CA2000684,1,0,0
CA2000688,3,0,0
CA2000690,3,0,0
CA2000692,2,0,0
CA2000695,1,0,0
CA2000716,1,0,0
CA2000724,1,0,0
CA2000727,2,0,0
CA2000728,2,0,0
CA2000729,0,1,0
CA2000733,1,0,0
CA2000735,1,0,0
CA2000737,2,0,0
CA2000745,1,0,0
CA2000749,0,1,0
CA2000757,2,0,0
CA2000760,1,0,0
CA2000770,1,0,0
CA2000775,3,0,0
CA2000780,1,0,0
CA2000785,1,0,0
CA2000790,1,0,0
CA2000794,1,0,0
CA2000800,1,0,0
CA2000806,1,0,0
CA2000807,1,0,0
CA2000808,1,0,0
CA2000810,1,0,0
CA2000811,1,0,0
CA2000815,1,0,0
CA2000817,1,0,0
CA2000821,3,0,0
CA2000823,1,0,0
CA2000824,1,0,0
CA2000825,1,0,0
CA2000827,1,0,0
CA2000828,2,0,0
CA2000829,1,0,0
CA2000830,1,0,0
CA2000832,3,0,0
CA2000834,1,0,0
CA2000840,1,0,0
CA2000843,1,0,0
CA2000844,1,0,0
CA2000846,1,0,0
CA2000848,1,0,0
CA2000849,1,0,0
CA2000850,1,0,0
CA2000851,3,0,0
CA2000855,3,0,0
CA2000864,1,0,0
CA2000865,1,0,0
CA2000866,1,0,0
CA2000880,1,0,0
CA2000885,1,0,0
CA2000890,1,0,0
CA2000920,1,0,0
CA2000930,1,0,0
CA2000931,1,0,0
CA2000932,1,0,0
CA2000938,2,0,0
CA2000940,1,0,0
CA2000941,1,0,0
CA2000942,1,0,0
CA2000943,1,0,0
CA2000944,1,0,0
CA2000945,1,0,0
CA2000946,1,0,0
CA2000947,3,0,0
CA2000950,1,0,0
CA2000951,2,0,0
CA2000952,1,0,0
CA2000955,1,0,0
CA2000956,1,0,0
CA2000957,1,0,0
CA2000961,1,0,0
CA2000962,1,0,0
CA2000963,2,0,0
CA2000965,1,0,0
CA2000966,1,0,0
CA2000968,2,0,0
CA2000969,1,0,0
CA2010001,6,0,0
CA2010002,18,0,0
CA2010003,4,1,0
CA2010004,1,0,0
CA2010005,11,0,0
CA2010006,4,0,0
CA2010007,20,0,0
CA2010008,5,0,0
CA2010009,3,0,0
CA2010010,5,0,0
CA2010011,3,0,0
CA2010012,5,0,0
CA2010013,2,0,0
CA2010014,6,0,0
CA2010015,0,1,0
CA2010016,3,0,0
CA2010017,0,3,0
CA2010300,0,1,0
CA2010500,1,0,0
CA2010501,1,0,0
CA2010800,2,0,0
CA2010801,3,0,0
CA2201070,3,0,0
CA2202036,4,0,0
CA2202131,1,0,0
CA2203021,2,0,0
CA2203023,1,0,0
CA2203024,1,0,0
CA2203051,2,0,0
CA2203059,1,0,0
CA2203069,1,0,0
CA2204054,1,0,0
CA2204101,1,0,0
CA2207070,1,0,0
CA2207094,1,0,0
CA2208033,1,0,0
CA2208034,1,0,0
CA2208056,2,0,0
CA2208067,2,0,0
CA2208107,1,0,0
CA2209035,1,0,0
CA2209063,2,1,0
CA2209065,0,1,0
CA2210001,4,2,0
CA2210002,6,0,0
CA2210003,3,0,0
CA2210503,3,0,0
CA2210508,1,0,0
CA2210510,0,1,0
CA2210511,0,2,0
CA2210512,1,0,0
CA2210513,1,0,0
CA2210515,6,0,0
CA2210516,1,0,0
CA2210851,6,0,0
CA2210900,8,0,0
CA2210901,1,0,0
CA2210903,4,0,0
CA2210905,0,1,0
CA2210906,2,0,0
CA2210907,0,1,0
CA2210908,1,0,0
CA2210909,2,0,0
CA2210910,2,0,0
CA2210911,1,0,0
CA2210912,1,0,0
CA2210913,2,0,0
CA2210915,1,0,0
CA2210917,1,0,0
CA2210918,2,0,0
CA2210920,3,0,0
CA2210921,3,0,0
CA2210922,2,0,0
CA2210923,2,0,0
CA2210924,1,0,0
CA2210925,1,0,0
CA2210926,2,0,0
CA2210927,2,0,0
CA2210928,2,0,0
CA2210930,1,0,0
CA2210931,1,0,0
CA2210932,1,0,0
CA2210933,1,0,0
CA2210934,1,0,0
CA2210937,1,0,0
CA2210939,1,0,0
CA2210942,1,0,0
CA2210943,1,0,0
CA2300502,2,0,0
CA2300506,3,0,0
CA2300507,1,2,2
CA2300509,1,0,0
CA2300510,2,0,0
CA2300512,0,1,0
CA2300514,0,1,0
CA2300515,1,0,0
CA2300516,1,0,0
CA2300519,3,0,0
CA2300524,3,0,0
CA2300541,0,1,0
CA2300545,5,0,0
CA2300584,2,0,0
CA2300590,0,1,0
CA2300591,3,1,0
CA2300596,1,0,0
CA2300604,4,0,0
CA2300605,2,0,0
CA2300606,4,0,0
CA2300609,6,0,0
CA2300610,0,8,0
CA2300617,6,0,0
CA2300619,1,3,1
CA2300620,1,0,0
CA2300621,0,1,0
CA2300625,2,0,0
CA2300626,3,0,0
CA2300628,2,0,0
CA2300629,2,0,0
CA2300633,1,0,0
CA2300634,3,0,0
CA2300635,0,1,0
CA2300636,1,0,0
CA2300638,3,0,0
CA2300642,2,0,0
CA2300644,0,4,0
CA2300645,2,0,0
CA2300646,1,0,0
CA2300653,1,0,0
CA2300663,0,1,0
CA2300667,1,0,0
CA2300668,1,0,0
CA2300705,1,0,0
CA2300708,2,1,0
CA2300717,1,0,0
CA2300730,1,1,0
CA2300731,1,0,0
CA2300735,2,0,0
CA2300736,2,0,0
CA2300740,2,0,0
CA2300743,1,0,0
CA2300746,2,0,0
CA2300755,1,0,0
CA2300757,1,0,0
CA2300760,1,0,0
CA2300764,3,0,0
CA2300770,1,0,0
CA2300775,1,0,0
CA2300785,2,0,0
CA2300788,1,0,1
CA2300789,1,0,0
CA2300802,1,0,0
CA2300804,1,0,0
CA2300811,1,0,0
CA2300818,1,0,0
CA2300819,1,0,0
CA2300820,1,0,0
CA2300821,1,0,0
CA2300826,1,0,0
