ServiceConnections,Population,Score_SourceNumber,Score_SourceCapacityViolations,Score_SCM,Score_CriticallyOverdraftedGroundwaterBasin,CDAG_rank,Curtailment,Score_1702,Score_1705,Score_1706,Score_1812,Score_1813,Score_1814,Score_1815,EAR2020DroughtRiskScore,SAFER_AccessibilityScore,Lat,Long,County,DSCI2WYAvg,ActiveGWSource,ActiveSWSource,CurtailedWatershed,HUC4,HUC8,Basin_Number_part1,FracturedRock,Basin12,Basin34,Basin5,Basin6,Basin789,Intertie,TNCFlow2WYAvg,DroughtExperienced
175,250,1,No,No,No,182,No,0,0,0,0,1,0,0,1,2,39.7369482,-121.8108414,BUTTE,288.2095238,1,0,SacramentoRiver,18-02,18-020158,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,3277.008138,0
16,25,1,No,No,No,319,No,0,0,0,0,1,1,0,2,1.5,39.8792257,-121.6745051,BUTTE,288.2095238,1,0,SacramentoRiver,18-02,18-020158,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,3277.008138,0
21,34,1,No,No,No,262,No,0,0,0,0,0,0,0,0,1.5,39.8756383,-121.6753809,BUTTE,288.2095238,1,0,SacramentoRiver,18-02,18-020158,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,3277.008138,0
80,447,0.5,No,No,No,1327,No,0,0,0,0,0,0,0,0,0.333333333,39.4420849,-121.6065454,BUTTE,288.2095238,2,0,SacSJ,18-02,18-020159,5,0-000,0-000,0-000,5-0225-021,0-000,0-000,No,6305.952183,0
21,46,1,No,No,No,285,No,0,0,0,0,0,0,0,0,1.5,39.873843,-121.6810778,BUTTE,288.2095238,1,0,SacramentoRiver,18-02,18-020158,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,3277.008138,0
15,37,0.5,No,No,No,127,No,0,0,0,0,2,2,0,4,1,39.8846986,-121.6668981,BUTTE,288.2095238,2,0,SacramentoRiver,18-02,18-020158,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,3277.008138,0
17,40,1,No,No,No,798,No,0,0,0,0,0,0,0,0,1.333333333,39.873843,-121.6810778,BUTTE,288.2095238,1,0,SacramentoRiver,18-02,18-020158,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,3277.008138,0
30,99,1,No,No,No,995,No,0,0,2,0,1,1,0,4,1.333333333,39.778231,-121.6916884,BUTTE,288.2095238,1,0,SacramentoRiver,18-02,18-020158,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,3277.008138,0
28,50,1,No,No,No,773,No,0,0,0,0,0,0,0,0,1.333333333,39.873843,-121.6810778,BUTTE,288.2095238,1,0,SacramentoRiver,18-02,18-020158,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,3277.008138,0
31,75,1,No,No,No,478,No,0,0,0,0,0,0,0,0,1.5,39.873843,-121.6810778,BUTTE,288.2095238,1,0,SacramentoRiver,18-02,18-020158,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,3277.008138,0
55,160,0.5,No,No,No,1558,No,0,0,0,0,0,0,0,0,0.333333333,39.7284944,-121.8374777,BUTTE,288.2095238,2,0,SacramentoRiver,18-02,18-020158,5,0-000,0-000,0-000,5-021,0-000,0-000,No,3277.008138,0
29,25,1,No,No,No,347,No,0,0,0,0,0,0,0,0,1.5,40.0843028,-121.536755,BUTTE,288.2095238,1,0,NotInCurtailedWatershed,18-02,18-020158,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,3277.008138,0
240,792,0,No,No,No,2255,No,0,0,2,1,0,1,0,4,0.333333333,39.733661,-121.5739245,BUTTE,288.2095238,2,1,SacramentoRiver,18-02,18-020121,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1135.518673,0
23,70,0.5,No,No,No,575,No,0,0,0,0,1,1,0,2,0.5,39.7405503,-121.656638,BUTTE,288.2095238,2,0,SacramentoRiver,18-02,18-020158,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,3277.008138,0
86,120,0.5,No,No,No,1451,No,0,0,0,0,0,0,0,0,0.333333333,39.821653,-121.871029,BUTTE,288.2095238,2,0,SacramentoRiver,18-02,18-020157,5,0-000,0-000,0-000,5-021,0-000,0-000,No,2971.193432,0
715,1805,0,No,No,No,1894,No,0,0,0,0,0,0,0,0,0.333333333,39.3635599,-121.6516194,BUTTE,288.2095238,3,0,SacramentoRiver,18-02,18-020159,5,0-000,0-000,0-000,5-021,0-000,0-000,No,6305.952183,0
29610,104908,0,No,No,No,-1,No,0,0,0,0,1,1,0,2,-1,39.7199811,-121.8084832,BUTTE,288.2095238,55,0,SacramentoRiver,18-02,18-020158,5,0-000,0-000,0-000,5-021,0-000,0-000,No,3277.008138,0
479,1561,0,No,No,No,2114,No,0,0,0,0,0,0,0,0,0.333333333,39.6467678,-121.8000732,BUTTE,288.2095238,3,0,SacramentoRiver,18-02,18-020158,5,0-000,0-000,0-000,5-021,0-000,0-000,No,3277.008138,0
2264,7246,0,No,No,No,1899,No,0,0,0,0,0,0,0,0,0.333333333,39.3652745,-121.6974402,BUTTE,288.2095238,7,0,SacramentoRiver,18-02,18-020158,5,0-000,0-000,0-000,5-021,0-000,0-000,No,3277.008138,0
3551,10698,0.5,No,No,No,-1,No,0,0,0,1,1,1,0,3,0.333333333,39.5110599,-121.5548845,BUTTE,288.2095238,2,1,SacramentoRiver,18-02,18-020159,5,0-000,0-000,0-000,5-021,0-000,0-000,No,6305.952183,0
6909,22780,1,No,No,No,-1,No,0,0,0,0,0,0,0,0,1.333333333,39.5107521,-121.5196095,BUTTE,288.2095238,0,1,SacramentoRiver,18-02,18-020159,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,6305.952183,0
2369,4600,0.5,No,No,No,-1,Yes,0,0,0,1,0,1,0,2,0.333333333,39.7685273,-121.599204,BUTTE,288.2095238,1,1,SacramentoRiver,18-02,18-020158,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,3277.008138,1
3077,10154,0,No,No,No,-1,No,0,0,0,2,1,2,0,5,0.333333333,39.5321566,-121.5742374,BUTTE,288.2095238,4,1,SacramentoRiver,18-02,18-020159,5,0-000,0-000,0-000,5-021,0-000,0-000,No,6305.952183,0
90,297,0.5,No,No,No,1586,No,0,0,2,0,1,1,0,4,0.333333333,39.819348,-121.5911796,BUTTE,288.2095238,2,0,SacramentoRiver,18-02,18-020158,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,3277.008138,0
3198,10513,0,No,No,No,-1,No,0,0,2,0,1,1,0,4,0.333333333,39.819135,-121.5909833,BUTTE,288.2095238,4,0,SacramentoRiver,18-02,18-020158,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,3277.008138,0
22,73,1,No,No,No,-1,No,0,0,0,0,0,0,0,0,1.333333333,39.3898364,-121.4079826,BUTTE,288.2095238,0,1,SacramentoRiver,18-02,18-020159,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,6305.952183,0
156,514,1,No,No,No,1132,Yes,0,0,2,0,0,1,0,3,1.333333333,39.9076606,-121.5280275,BUTTE,288.2095238,0,1,SacramentoRiver,18-02,18-020121,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1135.518673,0
38,125,0,No,No,No,1217,No,0,0,0,0,0,1,0,1,0.333333333,38.1907082,-120.4353824,CALAVERAS,219.5904762,4,0,SanJoaquinRiver,18-04,18-040011,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,134.5499783,0
70,99,0.5,No,No,No,1226,No,0,0,0,0,0,0,0,0,0.333333333,38.4447896,-120.4292037,CALAVERAS,219.5904762,2,0,SanJoaquinRiver,18-04,18-040012,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,6935.890773,0
42,99,0.5,No,No,No,542,No,0,0,0,0,0,0,0,0,0.5,38.386752,-120.540244,CALAVERAS,219.5904762,2,0,SanJoaquinRiver,18-04,18-040012,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,6935.890773,0
24,54,1,No,No,No,110,No,0,0,0,0,1,0,0,1,2,38.3267082,-120.5192973,CALAVERAS,219.5904762,1,0,SanJoaquinRiver,18-04,18-040011,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,134.5499783,0
13,150,0,No,No,No,824,No,0,0,0,0,0,0,0,0,0.333333333,38.1741119,-120.5348809,CALAVERAS,219.5904762,3,1,SanJoaquinRiver,18-04,18-040011,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,134.5499783,0
1679,4620,1,No,No,No,1151,No,0,2,2,0,0,1,0,5,1.333333333,38.1374157,-120.4628075,CALAVERAS,219.5904762,0,1,SanJoaquinRiver,18-04,18-040010,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,514.9422703,0
1906,6286,1,No,No,No,578,No,0,0,0,1,0,0,0,1,1.5,38.20027669,-120.6901713,CALAVERAS,219.5904762,0,1,SanJoaquinRiver,18-04,18-040011,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,134.5499783,0
1887,3836,1,No,No,No,146,No,0,0,0,1,0,1,0,2,2,38.0588335,-120.5394173,CALAVERAS,219.5904762,0,1,SanJoaquinRiver,18-04,18-040010,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,514.9422703,0
48,134,1,Yes,Yes,No,-1,No,0,0,0,1,0,1,0,2,2.333333333,38.2105462,-120.4554701,CALAVERAS,219.5904762,0,1,SanJoaquinRiver,18-04,18-040011,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,134.5499783,0
584,988,0.5,No,No,No,-1,Yes,0,0,0,1,0,1,0,2,0.333333333,38.4069737,-120.5145731,CALAVERAS,219.5904762,0,2,SanJoaquinRiver,18-04,18-040012,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,6935.890773,0
3858,9592,1,No,No,No,-1,Yes,0,0,0,1,0,1,0,2,1.333333333,38.1513336,-120.8320157,CALAVERAS,219.5904762,0,1,SanJoaquinRiver,18-04,18-040011,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,134.5499783,0
1714,4600,0,No,No,No,2287,No,0,0,0,0,0,0,0,0,0,38.2602556,-120.3305555,CALAVERAS,219.5904762,3,0,SanJoaquinRiver,18-04,18-040010,FR,FR-999,0-000,0-000,0-000,0-000,0-000,Yes,514.9422703,0
263,900,0.5,No,No,Yes,1989,No,0,0,0,0,0,0,0,0,1,38.1921843,-120.831926,CALAVERAS,219.5904762,2,0,SanJoaquinRiver,18-04,18-040011,5,0-000,0-000,0-000,5-022,0-000,0-000,No,134.5499783,0
301,596,0,No,No,No,1726,No,0,0,0,1,0,1,0,2,1,38.3007041,-120.2767258,CALAVERAS,219.5904762,0,0,SanJoaquinRiver,18-04,18-040011,FR,FR-999,0-000,0-000,0-000,0-000,0-000,Yes,134.5499783,0
448,1079,0.5,No,No,No,1487,No,0,0,0,1,0,1,0,2,0.333333333,38.1915856,-120.8291033,CALAVERAS,219.5904762,0,2,SanJoaquinRiver,18-04,18-040011,FR-5,FR-999,0-000,0-000,5-022,0-000,0-000,No,134.5499783,0
5989,12484,0,No,No,No,-1,Yes,0,0,0,1,0,1,0,2,-1,38.1983401,-120.3630503,CALAVERAS,219.5904762,0,3,SanJoaquinRiver,18-04,18-040010,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,514.9422703,0
2664,4416,1,No,No,No,-1,No,0,0,0,1,0,1,0,2,1.333333333,37.9081185,-120.615922,CALAVERAS,219.5904762,0,1,SanJoaquinRiver,18-04,18-040051,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,24.14654191,0
110,340,0.5,No,No,Yes,-1,No,0,0,0,0,1,0,0,1,1,38.1990745,-120.9600808,CALAVERAS,219.5904762,2,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
63,250,0.5,No,No,No,1930,No,0,0,0,0,0,0,0,0,0.333333333,39.2160189,-122.0181429,COLUSA,305.8285714,1,0,SacramentoRiver,18-02,18-020104,5,0-000,0-000,0-000,5-063,0-000,0-000,No,4287.457282,0
123,305,0.5,No,No,No,180,No,0,0,0,0,1,0,0,1,1,39.0733046,-121.895627,COLUSA,305.8285714,2,0,SacramentoRiver,18-02,18-020104,5,0-000,0-000,0-000,5-021,0-000,0-000,No,4287.457282,0
88,246,0,Yes,Yes,No,2254,No,0,0,0,1,1,1,0,3,1.333333333,39.2160189,-122.0181429,COLUSA,305.8285714,3,1,SacramentoRiver,18-02,18-020104,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,4287.457282,0
120,382,0.5,No,No,No,1502,No,0,0,0,0,0,0,0,0,0.333333333,39.4483915,-122.026918,COLUSA,305.8285714,2,0,SacramentoRiver,18-02,18-020104,5,0-000,0-000,0-000,5-021,0-000,0-000,No,4287.457282,0
56,185,0.5,No,No,No,2134,No,0,0,2,0,1,0,0,3,0.333333333,39.0174086,-122.0573984,COLUSA,305.8285714,2,0,SacramentoRiver,18-02,18-020104,5,0-000,0-000,0-000,5-021,0-000,0-000,No,4287.457282,0
1024,2778,0,No,No,No,1454,No,0,2,0,1,1,0,0,4,0.333333333,39.0194019,-122.0581984,COLUSA,305.8285714,4,0,SacramentoRiver,18-02,18-020104,5,0-000,0-000,0-000,5-021,0-000,0-000,No,4287.457282,0
2205,6175,0,No,No,No,2140,No,0,0,0,0,0,0,0,0,0.333333333,39.2090051,-122.009198,COLUSA,305.8285714,5,0,SacramentoRiver,18-02,18-020104,5,0-000,0-000,0-000,5-021,0-000,0-000,No,4287.457282,0
393,1175,0.5,No,No,No,1739,No,0,2,2,2,1,2,0,9,0.333333333,39.2767714,-122.1929852,COLUSA,305.8285714,2,0,SacramentoRiver,18-02,18-020104,5,0-000,0-000,0-000,5-021,0-000,0-000,No,4287.457282,0
1481,5255,0,No,No,No,2099,No,0,0,0,0,1,0,0,1,0.333333333,39.1526658,-122.1465963,COLUSA,305.8285714,2,0,SacramentoRiver,18-02,18-020104,5,0-000,0-000,0-000,5-021,0-000,0-000,No,4287.457282,1
50,170,0.5,No,No,No,1960,No,0,0,0,0,0,0,0,0,0.333333333,37.990615,-121.6243433,CONTRA COSTA,274.2,2,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
70,140,1,No,No,No,391,No,0,0,0,0,0,0,0,0,1.5,38.0181559,-121.6489647,CONTRA COSTA,274.2,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
32,60,1,No,No,No,1008,No,0,0,0,0,0,0,0,0,1.333333333,38.022497,-121.6568624,CONTRA COSTA,274.2,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
125,380,0.5,No,No,No,2106,No,0,0,0,0,0,0,0,0,0.333333333,38.0079405,-121.6301319,CONTRA COSTA,274.2,2,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
10,32,1,No,No,No,250,No,0,0,0,0,0,0,0,0,1.5,37.9027134,-121.6880359,CONTRA COSTA,274.2,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
58,49,1,No,No,No,1179,No,0,0,0,0,0,0,0,0,1.333333333,38.0117002,-121.6520066,CONTRA COSTA,274.2,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
62,200,1,No,No,No,338,No,0,0,0,0,0,0,0,0,1.5,38.0205746,-121.6145059,CONTRA COSTA,274.2,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
11,350,0.5,No,No,No,966,No,0,0,0,0,0,0,0,0,0.333333333,37.9373431,-121.6117013,CONTRA COSTA,274.2,2,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
18,250,1,No,No,No,1700,No,0,0,0,0,0,0,0,0,1.333333333,37.9714216,-121.6639577,CONTRA COSTA,274.2,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
45,216,1,No,No,No,770,No,0,0,0,0,0,0,0,0,1.333333333,38.0278445,-121.9208552,CONTRA COSTA,274.2,1,0,NotInCurtailedWatershed,18-05,18-050001,2,0-000,2-004,0-000,0-000,0-000,0-000,No,10081.04397,0
103,160,0.5,No,No,No,1622,No,0,0,0,0,0,0,0,0,0.333333333,38.011853,-121.6352398,CONTRA COSTA,274.2,2,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
89,210,0,No,No,No,1598,No,1,0,0,0,0,0,0,2,0.333333333,38.0272837,-121.6623315,CONTRA COSTA,274.2,3,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
45,149,1,No,No,No,1202,No,0,0,0,0,0,0,0,0,1.333333333,38.0140512,-121.6384929,CONTRA COSTA,274.2,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
119,225,0.5,No,No,No,1019,No,0,0,0,0,0,0,0,0,0.333333333,38.0018852,-121.6274296,CONTRA COSTA,274.2,2,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
211,400,1,No,No,No,352,No,0,0,0,0,0,0,0,0,1.5,38.0207455,-121.6312122,CONTRA COSTA,274.2,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
66,185,1,No,No,No,1131,No,0,0,0,0,0,0,0,0,1.333333333,38.0249653,-121.6122486,CONTRA COSTA,274.2,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
195,380,0,No,No,No,1846,No,0,0,0,0,0,0,0,0,0.333333333,38.0101967,-121.6269564,CONTRA COSTA,274.2,3,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
89,230,0.5,No,No,No,2043,No,0,0,0,0,0,0,0,0,0.333333333,38.0369663,-121.6270428,CONTRA COSTA,274.2,2,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
20,60,1,No,No,No,192,No,0,0,0,0,0,0,0,0,2,37.8316695,-122.1613816,CONTRA COSTA,274.2,1,0,NotInCurtailedWatershed,18-05,18-050004,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,21.21512239,0
66,156,0.5,No,No,No,520,No,0,0,0,0,0,0,0,0,0.5,37.9908002,-121.699483,CONTRA COSTA,274.2,2,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
33,93,1,No,No,No,164,No,0,0,0,0,0,0,0,0,2,38.0269125,-121.9217219,CONTRA COSTA,274.2,1,0,NotInCurtailedWatershed,18-05,18-050001,2,0-000,2-004,0-000,0-000,0-000,0-000,No,10081.04397,0
16,45,1,No,No,No,303,No,0,0,0,0,0,0,0,0,1.5,38.0123354,-121.8505854,CONTRA COSTA,274.2,1,0,NotInCurtailedWatershed,18-05,18-050001,2,0-000,2-004,0-000,0-000,0-000,0-000,No,10081.04397,0
24,67,1,No,No,No,495,No,0,0,0,0,0,0,0,0,1.5,38.0064799,-121.6290901,CONTRA COSTA,274.2,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
75,210,1,No,No,No,92,No,0,0,0,0,0,0,0,0,2,37.8740658,-121.6433947,CONTRA COSTA,274.2,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
20,110,1,No,No,No,244,No,0,0,0,0,0,0,0,0,1.5,38.0335844,-121.6215578,CONTRA COSTA,274.2,1,0,NotInCurtailedWatershed,18-04,18-040003,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,7108.931366,0
198,287,0,No,No,No,1609,No,0,0,0,0,0,0,0,0,1,37.8937119,-121.7935762,CONTRA COSTA,274.2,0,0,SanJoaquinRiver,18-04,18-040003,FR,FR-999,0-000,0-000,0-000,0-000,0-000,Yes,7108.931366,0
24,75,1,No,No,No,247,No,0,0,2,1,1,1,0,5,1.5,38.0097054,-121.6356854,CONTRA COSTA,274.2,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
172,350,1,No,No,No,614,No,0,0,0,0,0,0,0,0,1.333333333,38.0392541,-121.6290501,CONTRA COSTA,274.2,1,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
20,49,0.5,No,No,No,1577,No,0,0,0,0,1,0,0,1,0.333333333,37.7700934,-121.7869898,CONTRA COSTA,274.2,2,0,NotInCurtailedWatershed,18-05,18-050004,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,21.21512239,0
15,90,1,No,No,No,49,No,0,0,0,0,1,1,1,3,2,37.8368051,-122.1728155,CONTRA COSTA,274.2,1,0,NotInCurtailedWatershed,18-05,18-050004,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,21.21512239,0
32361,113061,0,No,No,No,-1,Yes,0,0,0,0,0,1,2,3,-1,37.9892677,-121.8099515,CONTRA COSTA,274.2,0,2,SanJoaquinRiver,18-04,18-040003,FR-5,FR-999,0-000,0-000,5-022,0-000,0-000,Yes,7108.931366,0
5052,22295,0,No,No,No,-1,No,0,0,0,0,0,0,0,0,0,38.026348,-121.947,CONTRA COSTA,274.2,3,0,NotInCurtailedWatershed,18-05,18-050001,FR-2,FR-999,2-004,0-000,0-000,0-000,0-000,Yes,10081.04397,0
60529,198000,0,No,No,No,-1,Yes,0,0,0,1,0,1,2,4,-1,37.9805622,-122.0483202,CONTRA COSTA,274.2,0,10,PartialSJ,18-05,18-050001,FR-25,FR-999,2-0042-005,0-000,5-022,0-000,0-000,Yes,10081.04397,0
20604,65118,0,No,No,No,-1,No,0,0,0,0,0,1,1,2,0,37.9580896,-121.6855788,CONTRA COSTA,274.2,8,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,Yes,7108.931366,0
9970,35375,0,No,No,No,-1,No,0,0,0,1,0,2,2,5,1,38.0129622,-122.1129009,CONTRA COSTA,274.2,0,0,NotInCurtailedWatershed,18-05,18-050001,FR,FR-999,0-000,0-000,0-000,0-000,0-000,Yes,10081.04397,0
12054,40144,0,No,No,No,-1,No,0,0,0,0,0,0,0,0,0,38.0016612,-121.7344627,CONTRA COSTA,274.2,4,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,Yes,7108.931366,0
19023,62500,0,No,No,No,-1,No,0,0,0,0,1,1,0,2,0,38.0067746,-121.904863,CONTRA COSTA,274.2,2,0,NotInCurtailedWatershed,18-05,18-050001,2,0-000,2-004,0-000,0-000,0-000,0-000,Yes,10081.04397,0
6157,16790,0,No,No,No,-1,No,0,0,0,0,0,0,0,0,0.333333333,37.902707,-121.5998281,CONTRA COSTA,274.2,6,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,7108.931366,0
3,1,0,No,No,No,-1,No,0,0,0,1,0,1,2,4,-1,37.9810647,-121.7374904,CONTRA COSTA,274.2,0,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,Yes,7108.931366,0
1,1,0,No,No,No,-1,No,0,0,0,1,0,1,2,4,-1,37.9817236,-121.7333051,CONTRA COSTA,274.2,0,0,SanJoaquinRiver,18-04,18-040003,5,0-000,0-000,0-000,5-022,0-000,0-000,Yes,7108.931366,0
44,200,0,No,No,No,2006,No,0,0,0,0,0,0,0,0,0.333333333,41.5728793,-124.0693647,DEL NORTE,194.9142857,3,0,NotInCurtailedWatershed,18-01,18-010209,1,0-000,1-014,0-000,0-000,0-000,0-000,No,15258.68193,0
107,400,1,No,No,No,579,No,0,0,0,0,0,0,0,0,1.5,41.7557501,-124.2025913,DEL NORTE,194.9142857,1,0,NotInCurtailedWatershed,18-01,18-010101,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,3158.718274,0
59,100,0,No,No,No,1391,No,0,0,0,0,0,0,0,0,0.333333333,41.753394,-124.199905,DEL NORTE,194.9142857,3,0,NotInCurtailedWatershed,18-01,18-010101,FR-1,FR-999,1-014,0-000,0-000,0-000,0-000,No,3158.718274,0
89,250,0.5,No,No,No,1174,No,0,0,0,0,0,0,0,0,0.333333333,41.7847167,-124.1980707,DEL NORTE,194.9142857,2,0,NotInCurtailedWatershed,18-01,18-010101,1,0-000,1-001,0-000,0-000,0-000,0-000,No,3158.718274,0
239,775,1,No,No,No,1319,No,0,0,0,0,0,0,0,0,1.333333333,41.8458,-123.9690102,DEL NORTE,194.9142857,0,1,NotInCurtailedWatershed,18-01,18-010101,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,3158.718274,0
54,150,1,No,No,No,386,No,0,0,0,0,0,0,0,0,1.5,41.8305753,-124.1014669,DEL NORTE,194.9142857,1,0,NotInCurtailedWatershed,18-01,18-010101,1,0-000,1-001,0-000,0-000,0-000,0-000,No,3158.718274,0
62,96,1,No,No,No,951,No,0,0,0,0,0,0,0,0,1.333333333,41.5739036,-124.0482002,DEL NORTE,194.9142857,1,0,NotInCurtailedWatershed,18-01,18-010209,1,0-000,1-014,0-000,0-000,0-000,0-000,No,15258.68193,0
23,67,1,No,No,No,493,No,0,0,0,0,0,0,0,0,1.5,38.5453508,-121.2726732,DEL NORTE,194.9142857,1,0,NotInCurtailedWatershed,18-02,18-020163,1,0-000,1-001,0-000,0-000,0-000,0-000,No,7043.511667,0
42,112,1,No,No,No,414,No,0,0,0,0,0,0,0,0,1.5,41.7820943,-124.1969226,DEL NORTE,194.9142857,1,0,NotInCurtailedWatershed,18-01,18-010101,1,0-000,1-001,0-000,0-000,0-000,0-000,No,3158.718274,0
60,120,0.5,No,No,No,1917,No,0,0,0,0,0,0,0,0,0.333333333,41.7791387,-124.1952897,DEL NORTE,194.9142857,2,0,NotInCurtailedWatershed,18-01,18-010101,1,0-000,1-001,0-000,0-000,0-000,0-000,No,3158.718274,0
51,100,1,No,No,No,396,No,0,0,0,0,0,0,0,0,1.5,41.7815772,-124.1998003,DEL NORTE,194.9142857,1,0,NotInCurtailedWatershed,18-01,18-010101,1,0-000,1-001,0-000,0-000,0-000,0-000,No,3158.718274,0
27,58,0,No,No,No,1204,No,0,0,0,0,0,0,0,0,0.333333333,41.8418409,-124.1076154,DEL NORTE,194.9142857,3,0,NotInCurtailedWatershed,18-01,18-010101,FR-1,FR-999,1-001,0-000,0-000,0-000,0-000,No,3158.718274,0
20,50,1,No,No,No,458,No,0,0,0,0,0,0,0,0,1.5,41.9741584,-124.1576164,DEL NORTE,194.9142857,1,0,NotInCurtailedWatershed,171-0,17-100312,1,0-000,1-001,0-000,0-000,0-000,0-000,No,273.4721688,0
3939,14000,1,No,No,No,-1,No,0,0,0,0,0,0,0,0,1.333333333,41.7537607,-124.1963732,DEL NORTE,194.9142857,1,0,NotInCurtailedWatershed,18-01,18-010101,1,0-000,1-001,0-000,0-000,0-000,0-000,No,3158.718274,0
600,2568,0,No,No,No,2027,No,0,0,0,0,0,0,0,0,0.333333333,41.9263192,-124.1482105,DEL NORTE,194.9142857,4,0,NotInCurtailedWatershed,18-01,18-010101,1,0-000,1-001,0-000,0-000,0-000,0-000,No,3158.718274,0
